,seq_depth,n_samples,fold,metric,method name,test statistic name,sample size,number of groups,test statistic,p-value,number of permutations
760,100000,2,16,FT-SVD,PERMANOVA,pseudo-F,292,2,13.452303825407252,0.5,1
761,20000,4,2,Jaccard,PERMANOVA,pseudo-F,464,2,3.52505119547964,0.5,1
762,50000,3,11,FT-SVD,PERMANOVA,pseudo-F,407,2,9.618810959425009,0.5,1
763,50000,5,15,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.534031451336729,0.5,1
764,20000,5,6,Jaccard,PERMANOVA,pseudo-F,482,2,3.948062301772772,0.5,1
765,150000,5,6,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.718666667012248,0.5,1
766,20000,3,10,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.318230242104541,0.5,1
767,150000,5,9,FT-SVD,PERMANOVA,pseudo-F,483,2,17.10597148892778,0.5,1
768,150000,2,16,CTF,PERMANOVA,pseudo-F,292,2,10.786109635830195,0.5,1
769,150000,5,8,CTF,PERMANOVA,pseudo-F,483,2,13.367059920866883,0.5,1
770,150000,3,1,FT-SVD,PERMANOVA,pseudo-F,407,2,13.959392358756668,0.5,1
771,50000,6,6,CTF,PERMANOVA,pseudo-F,488,2,10.216047281143537,0.5,1
772,100000,2,8,Bray-Curtis,PERMANOVA,pseudo-F,292,2,2.668524420925567,0.5,1
773,50000,2,17,CTF,PERMANOVA,pseudo-F,292,2,6.166916871148516,0.5,1
774,20000,5,20,Jaccard,PERMANOVA,pseudo-F,482,2,4.27796705874691,0.5,1
775,150000,2,17,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.755938346411886,0.5,1
776,100000,3,2,CTF,PERMANOVA,pseudo-F,407,2,10.008727260595583,0.5,1
777,150000,5,20,Jaccard,PERMANOVA,pseudo-F,482,2,4.22378086888638,0.5,1
778,100000,6,1,FT-SVD,PERMANOVA,pseudo-F,488,2,15.91736544695014,0.5,1
779,20000,4,20,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.03606557515443,0.5,1
780,100000,5,12,FT-SVD,PERMANOVA,pseudo-F,483,2,15.413114869556324,0.5,1
781,20000,2,9,CTF,PERMANOVA,pseudo-F,292,2,5.081808218921624,0.5,1
782,100000,3,6,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.03911385998807,0.5,1
783,100000,6,18,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.780716840788577,0.5,1
784,20000,4,1,CTF,PERMANOVA,pseudo-F,465,2,6.4240922080249865,0.5,1
785,150000,5,19,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.892791142347708,0.5,1
786,10000,4,4,CTF,PERMANOVA,pseudo-F,465,2,4.793307662904043,0.5,1
787,150000,4,8,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.42671633398668,0.5,1
788,150000,3,18,CTF,PERMANOVA,pseudo-F,407,2,4.8705835844026595,0.5,1
789,150000,4,4,CTF,PERMANOVA,pseudo-F,465,2,9.702650541508712,0.5,1
790,50000,5,13,CTF,PERMANOVA,pseudo-F,483,2,9.495696235334492,0.5,1
791,10000,2,4,Jaccard,PERMANOVA,pseudo-F,291,2,2.1126886565343557,0.5,1
792,150000,6,15,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.83889805743,0.5,1
793,100000,5,14,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.085461502310193,0.5,1
794,10000,6,13,CTF,PERMANOVA,pseudo-F,488,2,5.840145396486918,0.5,1
795,100000,6,7,Jaccard,PERMANOVA,pseudo-F,487,2,4.2169366792621235,0.5,1
796,150000,6,17,FT-SVD,PERMANOVA,pseudo-F,488,2,16.137265511124816,0.5,1
797,100000,5,4,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.103981932282028,0.5,1
798,100000,3,2,FT-SVD,PERMANOVA,pseudo-F,407,2,9.443682485819831,0.5,1
799,20000,6,4,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.742633304398181,0.5,1
800,150000,4,15,FT-SVD,PERMANOVA,pseudo-F,465,2,13.883443941606917,0.5,1
801,150000,2,18,FT-SVD,PERMANOVA,pseudo-F,292,2,7.850478670184695,0.5,1
802,20000,2,13,Jaccard,PERMANOVA,pseudo-F,291,2,1.9915332673193051,0.5,1
803,10000,3,20,FT-SVD,PERMANOVA,pseudo-F,407,2,11.619292689515618,0.5,1
804,50000,4,9,Jaccard,PERMANOVA,pseudo-F,464,2,3.915323576363538,0.5,1
805,20000,3,5,CTF,PERMANOVA,pseudo-F,407,2,4.938977124242365,0.5,1
806,10000,3,14,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.731961371325027,0.5,1
807,20000,4,16,Jaccard,PERMANOVA,pseudo-F,464,2,3.5528372109328803,0.5,1
808,20000,5,18,Jaccard,PERMANOVA,pseudo-F,482,2,4.252017151334649,0.5,1
809,10000,5,8,CTF,PERMANOVA,pseudo-F,483,2,6.887275259325748,0.5,1
810,50000,6,1,Jaccard,PERMANOVA,pseudo-F,487,2,4.342849009773147,0.5,1
811,150000,5,12,CTF,PERMANOVA,pseudo-F,483,2,11.420665998270344,0.5,1
812,100000,4,6,CTF,PERMANOVA,pseudo-F,465,2,10.309629938710303,0.5,1
813,150000,2,13,Jaccard,PERMANOVA,pseudo-F,291,2,2.534521805701995,0.5,1
814,50000,3,19,CTF,PERMANOVA,pseudo-F,407,2,5.881950842275428,0.5,1
815,50000,2,2,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.9169115925941833,0.5,1
816,150000,3,4,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.008953841231471,0.5,1
817,150000,6,2,FT-SVD,PERMANOVA,pseudo-F,488,2,16.27564310689637,0.5,1
818,50000,2,1,FT-SVD,PERMANOVA,pseudo-F,292,2,6.216418935602081,0.5,1
819,150000,5,18,Jaccard,PERMANOVA,pseudo-F,482,2,4.486740715022779,0.5,1
820,50000,6,19,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.787504597834721,0.5,1
821,150000,4,16,Jaccard,PERMANOVA,pseudo-F,464,2,3.540938608479156,0.5,1
822,50000,4,9,FT-SVD,PERMANOVA,pseudo-F,465,2,17.14814681999941,0.5,1
823,150000,3,14,FT-SVD,PERMANOVA,pseudo-F,407,2,8.456953380079709,0.5,1
824,150000,5,19,FT-SVD,PERMANOVA,pseudo-F,483,2,14.871635224722946,0.5,1
825,100000,2,4,FT-SVD,PERMANOVA,pseudo-F,292,2,4.706592641242239,0.5,1
826,10000,2,13,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.6495725745748677,0.5,1
827,20000,2,4,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.294252742787788,0.5,1
828,20000,2,14,CTF,PERMANOVA,pseudo-F,292,2,6.041213427923565,0.5,1
829,100000,5,4,Jaccard,PERMANOVA,pseudo-F,482,2,4.507991726133694,0.5,1
830,100000,5,12,CTF,PERMANOVA,pseudo-F,483,2,9.698093292433096,0.5,1
831,10000,3,14,CTF,PERMANOVA,pseudo-F,407,2,2.0913585927915186,0.5,1
832,100000,6,8,Jaccard,PERMANOVA,pseudo-F,487,2,3.93561962958228,0.5,1
833,50000,2,4,CTF,PERMANOVA,pseudo-F,292,2,1.9295212978524832,0.5,1
834,20000,6,15,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.803656902161228,0.5,1
835,50000,4,6,Jaccard,PERMANOVA,pseudo-F,464,2,3.8376161560497435,0.5,1
836,10000,5,20,CTF,PERMANOVA,pseudo-F,483,2,9.600476145946798,0.5,1
837,20000,3,12,Jaccard,PERMANOVA,pseudo-F,406,2,2.842517002561892,0.5,1
838,100000,4,13,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.798049294474279,0.5,1
839,50000,3,20,FT-SVD,PERMANOVA,pseudo-F,407,2,14.000037160120248,0.5,1
840,50000,3,7,FT-SVD,PERMANOVA,pseudo-F,407,2,11.461337940171495,0.5,1
841,50000,6,20,CTF,PERMANOVA,pseudo-F,488,2,8.791945413898397,0.5,1
842,50000,5,2,Jaccard,PERMANOVA,pseudo-F,482,2,3.705795946310645,0.5,1
843,20000,5,17,Jaccard,PERMANOVA,pseudo-F,482,2,3.5245914140436616,0.5,1
844,10000,6,15,Jaccard,PERMANOVA,pseudo-F,487,2,4.091450267929644,0.5,1
845,50000,6,2,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.787711527049008,0.5,1
846,20000,4,19,Jaccard,PERMANOVA,pseudo-F,464,2,3.7255755194031934,0.5,1
847,50000,6,10,Jaccard,PERMANOVA,pseudo-F,487,2,3.692801724239094,0.5,1
848,150000,3,12,Jaccard,PERMANOVA,pseudo-F,406,2,2.8502288049652718,0.5,1
849,100000,6,14,Jaccard,PERMANOVA,pseudo-F,487,2,3.9489674864217412,0.5,1
850,20000,4,20,CTF,PERMANOVA,pseudo-F,465,2,5.014667379474385,0.5,1
851,150000,4,19,Jaccard,PERMANOVA,pseudo-F,464,2,3.9410521934148917,0.5,1
852,150000,5,17,Jaccard,PERMANOVA,pseudo-F,482,2,3.714937095271788,0.5,1
853,100000,3,18,CTF,PERMANOVA,pseudo-F,407,2,4.037938438116454,0.5,1
854,100000,6,8,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.749542425969436,0.5,1
855,20000,5,8,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.953475837243827,0.5,1
856,150000,3,10,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.241898596246795,0.5,1
857,50000,6,4,FT-SVD,PERMANOVA,pseudo-F,488,2,16.343116377070682,0.5,1
858,50000,3,8,CTF,PERMANOVA,pseudo-F,407,2,3.941597384805357,0.5,1
859,150000,2,7,FT-SVD,PERMANOVA,pseudo-F,292,2,5.2928215030384935,0.5,1
860,20000,5,9,Jaccard,PERMANOVA,pseudo-F,482,2,3.9341590511344195,0.5,1
861,20000,6,5,Jaccard,PERMANOVA,pseudo-F,487,2,4.217703833432701,0.5,1
862,10000,4,2,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.621272617748451,0.5,1
863,100000,2,13,FT-SVD,PERMANOVA,pseudo-F,292,2,6.960598929278759,0.5,1
864,50000,6,12,FT-SVD,PERMANOVA,pseudo-F,488,2,16.59625492669936,0.5,1
865,150000,2,4,Jaccard,PERMANOVA,pseudo-F,291,2,2.1586841950585836,0.5,1
866,50000,4,12,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.29045158533599,0.5,1
867,10000,6,11,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.824088289446614,0.5,1
868,50000,4,10,FT-SVD,PERMANOVA,pseudo-F,465,2,15.481371225405322,0.5,1
869,150000,4,20,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.174462618603968,0.5,1
870,100000,2,16,CTF,PERMANOVA,pseudo-F,292,2,9.867221737797486,0.5,1
871,20000,4,6,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.108731467320772,0.5,1
872,20000,5,19,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.902682071257625,0.5,1
873,20000,5,10,CTF,PERMANOVA,pseudo-F,483,2,8.613717456907962,0.5,1
874,20000,6,20,FT-SVD,PERMANOVA,pseudo-F,488,2,15.946611460932216,0.5,1
875,10000,4,10,CTF,PERMANOVA,pseudo-F,465,2,5.375325428316297,0.5,1
876,20000,2,17,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.832005502040109,0.5,1
877,150000,5,12,Jaccard,PERMANOVA,pseudo-F,482,2,4.088990791824202,0.5,1
878,50000,3,13,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.086198673126011,0.5,1
879,10000,6,18,CTF,PERMANOVA,pseudo-F,488,2,5.514164363285753,0.5,1
880,150000,2,7,CTF,PERMANOVA,pseudo-F,292,2,4.248488966706861,0.5,1
881,50000,5,18,CTF,PERMANOVA,pseudo-F,483,2,11.522327411919488,0.5,1
882,100000,6,11,Jaccard,PERMANOVA,pseudo-F,487,2,4.17393843468695,0.5,1
883,150000,3,17,Jaccard,PERMANOVA,pseudo-F,406,2,2.9477410555260883,0.5,1
884,20000,2,18,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.24861180422658,0.5,1
885,10000,5,3,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.430109701517928,0.5,1
886,50000,6,15,Jaccard,PERMANOVA,pseudo-F,487,2,4.290085571833072,0.5,1
887,150000,3,13,CTF,PERMANOVA,pseudo-F,407,2,7.6359153047019515,0.5,1
888,150000,2,19,Jaccard,PERMANOVA,pseudo-F,292,2,1.728961899567495,0.5,1
889,150000,3,20,FT-SVD,PERMANOVA,pseudo-F,407,2,13.511961823738162,0.5,1
890,10000,6,10,Jaccard,PERMANOVA,pseudo-F,487,2,3.566826265524006,0.5,1
891,50000,5,7,Jaccard,PERMANOVA,pseudo-F,482,2,4.262040502261993,0.5,1
892,20000,5,12,Jaccard,PERMANOVA,pseudo-F,482,2,3.5475168805722275,0.5,1
893,20000,2,19,Jaccard,PERMANOVA,pseudo-F,292,2,2.214950051117586,0.5,1
894,20000,4,9,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.307361300145957,0.5,1
895,20000,5,16,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.890752432735596,0.5,1
896,100000,6,4,FT-SVD,PERMANOVA,pseudo-F,488,2,14.24123335573928,0.5,1
897,50000,4,3,Jaccard,PERMANOVA,pseudo-F,464,2,3.1811730230413304,0.5,1
898,20000,3,17,Jaccard,PERMANOVA,pseudo-F,406,2,2.6714586841267987,0.5,1
899,100000,5,17,FT-SVD,PERMANOVA,pseudo-F,483,2,13.756551621035493,0.5,1
900,10000,5,3,CTF,PERMANOVA,pseudo-F,483,2,5.737859693300595,0.5,1
901,150000,4,11,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.272447302577354,0.5,1
902,10000,6,20,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.831646294100844,0.5,1
903,20000,5,6,CTF,PERMANOVA,pseudo-F,483,2,9.52146709435444,0.5,1
904,50000,3,14,FT-SVD,PERMANOVA,pseudo-F,407,2,7.722247671642774,0.5,1
905,50000,5,19,FT-SVD,PERMANOVA,pseudo-F,483,2,16.0212575178068,0.5,1
906,100000,6,14,CTF,PERMANOVA,pseudo-F,488,2,10.124529556112012,0.5,1
907,100000,2,5,CTF,PERMANOVA,pseudo-F,292,2,4.549707544523477,0.5,1
908,20000,5,7,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.493116271183965,0.5,1
909,100000,5,1,Jaccard,PERMANOVA,pseudo-F,482,2,3.9288871965928513,0.5,1
910,100000,6,7,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.7449232859460295,0.5,1
911,150000,3,4,FT-SVD,PERMANOVA,pseudo-F,407,2,9.998367497890268,0.5,1
912,50000,3,12,CTF,PERMANOVA,pseudo-F,407,2,5.5236091741800335,0.5,1
913,100000,4,5,Jaccard,PERMANOVA,pseudo-F,464,2,4.0687232392074435,0.5,1
914,150000,5,19,CTF,PERMANOVA,pseudo-F,483,2,10.314858938905706,0.5,1
915,100000,3,12,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.084390487481064,0.5,1
916,150000,4,10,FT-SVD,PERMANOVA,pseudo-F,465,2,15.494365774957572,0.5,1
917,20000,6,16,CTF,PERMANOVA,pseudo-F,488,2,7.422182574906296,0.5,1
918,150000,6,7,FT-SVD,PERMANOVA,pseudo-F,488,2,15.925004597290982,0.5,1
919,150000,3,5,Jaccard,PERMANOVA,pseudo-F,406,2,2.938459179799375,0.5,1
920,50000,2,4,FT-SVD,PERMANOVA,pseudo-F,292,2,5.181186439924907,0.5,1
921,150000,5,3,CTF,PERMANOVA,pseudo-F,483,2,11.728416647714605,0.5,1
922,50000,4,16,CTF,PERMANOVA,pseudo-F,465,2,11.604520085759438,0.5,1
923,150000,2,1,Jaccard,PERMANOVA,pseudo-F,291,2,1.870657948482121,0.5,1
924,20000,3,5,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.069799559109216,0.5,1
925,10000,3,1,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.822751573865623,0.5,1
926,10000,5,12,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.545149225635282,0.5,1
927,100000,3,9,CTF,PERMANOVA,pseudo-F,407,2,6.982299339812885,0.5,1
928,150000,4,17,CTF,PERMANOVA,pseudo-F,465,2,13.194051312940166,0.5,1
929,100000,5,1,CTF,PERMANOVA,pseudo-F,483,2,11.180489145863877,0.5,1
930,100000,3,7,FT-SVD,PERMANOVA,pseudo-F,407,2,11.491014950664832,0.5,1
931,20000,2,2,CTF,PERMANOVA,pseudo-F,292,2,3.267283326197104,0.5,1
932,20000,4,8,Jaccard,PERMANOVA,pseudo-F,464,2,3.803428461498256,0.5,1
933,150000,6,5,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.791612092027445,0.5,1
934,10000,2,7,CTF,PERMANOVA,pseudo-F,292,2,1.3932843692190513,0.5,1
935,150000,6,12,FT-SVD,PERMANOVA,pseudo-F,488,2,16.245373143846564,0.5,1
936,50000,2,12,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.3062666885824483,0.5,1
937,20000,5,11,Jaccard,PERMANOVA,pseudo-F,482,2,4.019374620755457,0.5,1
938,50000,5,4,Jaccard,PERMANOVA,pseudo-F,482,2,4.04591628941334,0.5,1
939,100000,2,1,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.8100269108504237,0.5,1
940,10000,6,13,Jaccard,PERMANOVA,pseudo-F,487,2,4.138837712427156,0.5,1
941,150000,2,20,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.058549130396525,0.5,1
942,50000,4,9,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.360945562450711,0.5,1
943,100000,4,17,FT-SVD,PERMANOVA,pseudo-F,465,2,19.738553215321446,0.5,1
944,20000,3,19,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.003385300342164,0.5,1
945,20000,3,14,Jaccard,PERMANOVA,pseudo-F,406,2,2.8338344555200417,0.5,1
946,150000,2,11,CTF,PERMANOVA,pseudo-F,292,2,6.880275649518108,0.5,1
947,150000,5,11,Jaccard,PERMANOVA,pseudo-F,482,2,4.0239473553509555,0.5,1
948,150000,2,20,FT-SVD,PERMANOVA,pseudo-F,292,2,7.9637825778101075,0.5,1
949,20000,4,17,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.0467305739374835,0.5,1
950,50000,6,16,Jaccard,PERMANOVA,pseudo-F,487,2,4.23243115055479,0.5,1
951,150000,4,6,FT-SVD,PERMANOVA,pseudo-F,465,2,16.49376820601221,0.5,1
952,100000,6,12,Jaccard,PERMANOVA,pseudo-F,487,2,4.224165883133111,0.5,1
953,150000,3,14,Jaccard,PERMANOVA,pseudo-F,406,2,3.053070731499125,0.5,1
954,150000,3,7,CTF,PERMANOVA,pseudo-F,407,2,7.317655195814021,0.5,1
955,50000,6,8,Jaccard,PERMANOVA,pseudo-F,487,2,4.425701736436319,0.5,1
956,50000,6,1,CTF,PERMANOVA,pseudo-F,488,2,8.866527974407866,0.5,1
957,100000,6,11,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.765708413135969,0.5,1
958,10000,3,9,Jaccard,PERMANOVA,pseudo-F,406,2,3.157013318454857,0.5,1
959,100000,5,2,Jaccard,PERMANOVA,pseudo-F,482,2,3.937542075299186,0.5,1
960,150000,5,10,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.687891057855454,0.5,1
961,50000,2,10,CTF,PERMANOVA,pseudo-F,292,2,6.081616634680662,0.5,1
962,150000,4,1,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.903624024707592,0.5,1
963,100000,4,6,Jaccard,PERMANOVA,pseudo-F,464,2,3.9233129129291355,0.5,1
964,50000,5,7,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.557476983571826,0.5,1
965,100000,3,5,CTF,PERMANOVA,pseudo-F,407,2,7.271162484864236,0.5,1
966,50000,2,14,FT-SVD,PERMANOVA,pseudo-F,292,2,10.752263222821536,0.5,1
967,50000,4,19,FT-SVD,PERMANOVA,pseudo-F,465,2,16.274840745544665,0.5,1
968,100000,6,15,FT-SVD,PERMANOVA,pseudo-F,488,2,16.287735529477242,0.5,1
969,10000,4,3,CTF,PERMANOVA,pseudo-F,465,2,4.464504122634754,0.5,1
970,20000,4,6,CTF,PERMANOVA,pseudo-F,465,2,6.099009276956607,0.5,1
971,50000,3,5,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.042563935723043,0.5,1
972,100000,2,13,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.7775981840649253,0.5,1
973,50000,5,14,CTF,PERMANOVA,pseudo-F,483,2,10.515325024381337,0.5,1
974,150000,3,6,Jaccard,PERMANOVA,pseudo-F,406,2,2.849611551027947,0.5,1
975,150000,4,3,CTF,PERMANOVA,pseudo-F,465,2,10.484492251243648,0.5,1
976,10000,6,14,CTF,PERMANOVA,pseudo-F,488,2,5.151439885282921,0.5,1
977,150000,2,2,Jaccard,PERMANOVA,pseudo-F,292,2,2.61983137380812,0.5,1
978,150000,2,3,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.3219242937748352,0.5,1
979,100000,4,5,FT-SVD,PERMANOVA,pseudo-F,465,2,13.442577550033153,0.5,1
980,150000,5,10,FT-SVD,PERMANOVA,pseudo-F,483,2,14.489279568413588,0.5,1
981,10000,4,13,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.8143466958750825,0.5,1
982,20000,3,2,CTF,PERMANOVA,pseudo-F,407,2,5.071128749262006,0.5,1
983,50000,6,10,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.820979005231956,0.5,1
984,100000,6,18,CTF,PERMANOVA,pseudo-F,488,2,11.888777920106056,0.5,1
985,10000,3,7,CTF,PERMANOVA,pseudo-F,407,2,1.9451741133599971,1.0,1
986,100000,4,3,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.543508626911735,0.5,1
987,50000,3,20,CTF,PERMANOVA,pseudo-F,407,2,6.703853552773115,0.5,1
988,100000,4,1,CTF,PERMANOVA,pseudo-F,465,2,13.1271934054923,0.5,1
989,50000,5,6,FT-SVD,PERMANOVA,pseudo-F,483,2,15.152951117401123,0.5,1
990,150000,5,15,CTF,PERMANOVA,pseudo-F,483,2,10.983478501609033,0.5,1
991,10000,6,9,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.810420509180171,0.5,1
992,20000,6,3,Jaccard,PERMANOVA,pseudo-F,487,2,3.9054367265259486,0.5,1
993,100000,2,9,CTF,PERMANOVA,pseudo-F,292,2,7.735008736535194,0.5,1
994,150000,6,2,CTF,PERMANOVA,pseudo-F,488,2,10.556225606138936,0.5,1
995,50000,3,4,CTF,PERMANOVA,pseudo-F,407,2,7.530416616433735,0.5,1
996,50000,4,5,FT-SVD,PERMANOVA,pseudo-F,465,2,15.57499921941999,0.5,1
997,10000,3,12,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.018380710418028,0.5,1
998,10000,2,16,CTF,PERMANOVA,pseudo-F,292,2,6.188901586111004,0.5,1
999,10000,6,6,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.748189022012595,0.5,1
1000,100000,4,10,CTF,PERMANOVA,pseudo-F,465,2,12.273856418039623,0.5,1
1001,10000,2,8,Jaccard,PERMANOVA,pseudo-F,292,2,2.2675816229288954,0.5,1
1002,20000,3,16,CTF,PERMANOVA,pseudo-F,407,2,7.191449796626376,0.5,1
1003,100000,4,3,Jaccard,PERMANOVA,pseudo-F,464,2,3.8024377528794133,0.5,1
1004,150000,3,2,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.327973658338973,0.5,1
1005,150000,2,14,FT-SVD,PERMANOVA,pseudo-F,292,2,9.988613365559564,0.5,1
1006,50000,2,4,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.2558024054688715,0.5,1
1007,150000,4,19,FT-SVD,PERMANOVA,pseudo-F,465,2,14.336456862930643,0.5,1
1008,100000,5,7,Jaccard,PERMANOVA,pseudo-F,482,2,3.4967022536670624,0.5,1
1009,150000,3,11,Jaccard,PERMANOVA,pseudo-F,406,2,2.9413459901119006,0.5,1
1010,100000,6,17,Jaccard,PERMANOVA,pseudo-F,487,2,3.9796872442442557,0.5,1
1011,100000,5,6,FT-SVD,PERMANOVA,pseudo-F,483,2,16.48444622259891,0.5,1
1012,50000,6,13,Jaccard,PERMANOVA,pseudo-F,487,2,3.888527402007725,0.5,1
1013,150000,6,13,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.7886631751033955,0.5,1
1014,100000,5,12,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.5263665858301945,0.5,1
1015,150000,5,14,Jaccard,PERMANOVA,pseudo-F,482,2,3.8218930012361274,0.5,1
1016,20000,6,2,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.75185322442971,0.5,1
1017,100000,5,2,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.792807000033846,0.5,1
1018,50000,4,5,Jaccard,PERMANOVA,pseudo-F,464,2,3.3815775389661336,0.5,1
1019,20000,3,11,Jaccard,PERMANOVA,pseudo-F,406,2,3.248095112014143,0.5,1
1020,50000,2,20,FT-SVD,PERMANOVA,pseudo-F,292,2,7.854897707344959,0.5,1
1021,10000,6,16,Jaccard,PERMANOVA,pseudo-F,487,2,3.7998273128142053,0.5,1
1022,20000,5,14,Jaccard,PERMANOVA,pseudo-F,482,2,3.930033391757365,0.5,1
1023,50000,5,1,Jaccard,PERMANOVA,pseudo-F,482,2,3.6211284619289725,0.5,1
1024,20000,2,18,CTF,PERMANOVA,pseudo-F,292,2,3.7589898282066323,0.5,1
1025,100000,5,20,CTF,PERMANOVA,pseudo-F,483,2,11.67883620851552,0.5,1
1026,150000,2,11,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.0192173404753073,0.5,1
1027,20000,6,6,Jaccard,PERMANOVA,pseudo-F,487,2,3.9218059892132944,0.5,1
1028,100000,3,13,FT-SVD,PERMANOVA,pseudo-F,407,2,9.383910128568218,0.5,1
1029,50000,2,8,CTF,PERMANOVA,pseudo-F,292,2,5.896236221830786,0.5,1
1030,150000,6,13,CTF,PERMANOVA,pseudo-F,488,2,10.70692108775123,0.5,1
1031,10000,3,18,CTF,PERMANOVA,pseudo-F,407,2,0.9574272349173838,0.5,1
1032,50000,5,8,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.8548683036443645,0.5,1
1033,50000,6,12,CTF,PERMANOVA,pseudo-F,488,2,10.028157901402675,0.5,1
1034,100000,6,20,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.702753116605957,0.5,1
1035,50000,5,13,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.042782580559898,0.5,1
1036,10000,5,12,CTF,PERMANOVA,pseudo-F,483,2,6.3039468002617,0.5,1
1037,150000,5,5,FT-SVD,PERMANOVA,pseudo-F,483,2,17.502938311387755,0.5,1
1038,20000,4,18,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.8762971492178675,0.5,1
1039,50000,4,6,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.056018237560188,0.5,1
1040,20000,4,12,CTF,PERMANOVA,pseudo-F,465,2,6.688565555313489,0.5,1
1041,100000,3,14,CTF,PERMANOVA,pseudo-F,407,2,7.8183867242927025,0.5,1
1042,150000,2,7,Jaccard,PERMANOVA,pseudo-F,291,2,1.8884050688376144,0.5,1
1043,10000,6,2,CTF,PERMANOVA,pseudo-F,488,2,7.305676813079269,0.5,1
1044,20000,6,7,CTF,PERMANOVA,pseudo-F,488,2,7.214059901704337,0.5,1
