,seq_depth,n_samples,fold,metric,method name,test statistic name,sample size,number of groups,test statistic,p-value,number of permutations
188,10000,5,20,Jaccard,PERMANOVA,pseudo-F,482,2,4.313436388848715,0.5,1
189,150000,4,1,CTF,PERMANOVA,pseudo-F,465,2,14.352155991014083,0.5,1
190,50000,5,16,CTF,PERMANOVA,pseudo-F,483,2,10.615077520769711,0.5,1
191,150000,2,14,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.409328299567133,0.5,1
192,20000,3,13,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.092818444719149,0.5,1
193,150000,5,5,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.7001749359233935,0.5,1
194,50000,4,3,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.629581807761229,0.5,1
195,150000,3,7,FT-SVD,PERMANOVA,pseudo-F,407,2,11.365867756845603,0.5,1
196,100000,4,3,CTF,PERMANOVA,pseudo-F,465,2,8.487523126738749,0.5,1
197,50000,2,18,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.1120689645588446,0.5,1
198,150000,5,17,CTF,PERMANOVA,pseudo-F,483,2,11.594368310059714,0.5,1
199,20000,3,3,Jaccard,PERMANOVA,pseudo-F,406,2,3.0692179870227134,0.5,1
200,20000,5,8,CTF,PERMANOVA,pseudo-F,483,2,9.162399835626314,0.5,1
201,50000,3,17,FT-SVD,PERMANOVA,pseudo-F,407,2,8.122946277979198,0.5,1
202,10000,3,5,CTF,PERMANOVA,pseudo-F,407,2,4.184397258281668,0.5,1
203,20000,2,7,Jaccard,PERMANOVA,pseudo-F,291,2,2.1679226628236505,0.5,1
204,50000,5,16,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.877242616075449,0.5,1
205,100000,5,19,Jaccard,PERMANOVA,pseudo-F,482,2,4.3480426731353825,0.5,1
206,50000,2,1,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.8504214482559713,0.5,1
207,50000,4,13,Jaccard,PERMANOVA,pseudo-F,464,2,3.4057019648171765,0.5,1
208,100000,4,9,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.206212603930918,0.5,1
209,150000,6,4,FT-SVD,PERMANOVA,pseudo-F,488,2,16.323206268734154,0.5,1
210,50000,2,7,FT-SVD,PERMANOVA,pseudo-F,292,2,5.491351109586139,0.5,1
211,100000,4,17,Jaccard,PERMANOVA,pseudo-F,464,2,3.691118664888253,0.5,1
212,50000,6,3,CTF,PERMANOVA,pseudo-F,488,2,8.257760046076255,0.5,1
213,150000,3,5,CTF,PERMANOVA,pseudo-F,407,2,7.494365774811169,0.5,1
214,150000,2,13,CTF,PERMANOVA,pseudo-F,292,2,4.61115785257799,0.5,1
215,50000,2,16,Jaccard,PERMANOVA,pseudo-F,291,2,3.1268172181468747,0.5,1
216,50000,3,18,Jaccard,PERMANOVA,pseudo-F,406,2,2.3303053003346696,0.5,1
217,150000,3,7,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.387088492408145,0.5,1
218,50000,4,18,CTF,PERMANOVA,pseudo-F,465,2,5.60673046398173,0.5,1
219,10000,4,19,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.489473958177444,0.5,1
220,100000,2,12,Jaccard,PERMANOVA,pseudo-F,291,2,1.936666743885134,0.5,1
221,10000,2,13,Jaccard,PERMANOVA,pseudo-F,291,2,2.083444187411137,0.5,1
222,50000,3,8,Jaccard,PERMANOVA,pseudo-F,406,2,3.45630485574308,0.5,1
223,10000,6,3,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.791404404726107,0.5,1
224,10000,4,16,Jaccard,PERMANOVA,pseudo-F,464,2,3.4404482834993626,0.5,1
225,150000,4,13,FT-SVD,PERMANOVA,pseudo-F,465,2,14.733823765231651,0.5,1
226,20000,6,18,CTF,PERMANOVA,pseudo-F,488,2,6.810328895317288,0.5,1
227,10000,5,18,Jaccard,PERMANOVA,pseudo-F,482,2,4.1498249817045485,0.5,1
228,10000,3,17,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.354714787742558,0.5,1
229,10000,4,1,CTF,PERMANOVA,pseudo-F,465,2,5.224379507615955,0.5,1
230,150000,2,9,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.3983419312657848,0.5,1
231,100000,3,4,FT-SVD,PERMANOVA,pseudo-F,407,2,10.191955030115695,0.5,1
232,20000,4,4,CTF,PERMANOVA,pseudo-F,465,2,8.399548460081398,0.5,1
233,20000,6,7,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.768841982607891,0.5,1
234,100000,5,7,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.512640452883288,0.5,1
235,150000,6,11,FT-SVD,PERMANOVA,pseudo-F,488,2,16.38950720182541,0.5,1
236,10000,2,9,CTF,PERMANOVA,pseudo-F,292,2,4.615748952307838,0.5,1
237,100000,2,19,Bray-Curtis,PERMANOVA,pseudo-F,292,2,2.5107618093902855,0.5,1
238,10000,6,9,Jaccard,PERMANOVA,pseudo-F,487,2,4.252407232274392,0.5,1
239,100000,3,7,CTF,PERMANOVA,pseudo-F,407,2,6.962361486244508,0.5,1
240,10000,5,5,Jaccard,PERMANOVA,pseudo-F,482,2,3.784514534403656,0.5,1
241,10000,4,1,Jaccard,PERMANOVA,pseudo-F,464,2,4.0300855571017715,0.5,1
242,150000,4,19,CTF,PERMANOVA,pseudo-F,465,2,11.83602067306234,0.5,1
243,50000,2,12,CTF,PERMANOVA,pseudo-F,292,2,1.8403960371144366,1.0,1
244,100000,5,17,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.754147742992629,0.5,1
245,150000,6,16,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.748163346459812,0.5,1
246,10000,5,9,CTF,PERMANOVA,pseudo-F,483,2,7.327476038651391,0.5,1
247,150000,4,20,Jaccard,PERMANOVA,pseudo-F,464,2,3.944502838154065,0.5,1
248,10000,5,4,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.0552380579957825,0.5,1
249,50000,3,14,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.721333358535815,0.5,1
250,20000,3,4,CTF,PERMANOVA,pseudo-F,407,2,5.569934186934687,0.5,1
251,100000,6,20,CTF,PERMANOVA,pseudo-F,488,2,10.637969001008099,0.5,1
252,10000,3,1,CTF,PERMANOVA,pseudo-F,407,2,2.2489784512649145,0.5,1
253,50000,5,8,FT-SVD,PERMANOVA,pseudo-F,483,2,16.559547631988387,0.5,1
254,20000,5,11,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.899923431774713,0.5,1
255,150000,2,5,Jaccard,PERMANOVA,pseudo-F,291,2,1.9761300021812467,0.5,1
256,20000,4,20,Jaccard,PERMANOVA,pseudo-F,464,2,3.896384926591721,0.5,1
257,150000,3,1,Jaccard,PERMANOVA,pseudo-F,406,2,3.368905428147793,0.5,1
258,10000,6,19,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.778411436782946,0.5,1
259,50000,3,18,CTF,PERMANOVA,pseudo-F,407,2,4.420672081444116,0.5,1
260,150000,5,13,CTF,PERMANOVA,pseudo-F,483,2,10.298564915332314,0.5,1
261,100000,4,7,CTF,PERMANOVA,pseudo-F,465,2,8.076558722162174,0.5,1
262,20000,6,4,Jaccard,PERMANOVA,pseudo-F,487,2,4.142214003580397,0.5,1
263,10000,6,12,CTF,PERMANOVA,pseudo-F,488,2,4.707061342421567,0.5,1
264,150000,4,16,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.885665755622935,0.5,1
265,150000,4,5,CTF,PERMANOVA,pseudo-F,465,2,10.135447367401767,0.5,1
266,50000,5,12,CTF,PERMANOVA,pseudo-F,483,2,8.67583392566365,0.5,1
267,150000,3,19,CTF,PERMANOVA,pseudo-F,407,2,9.69866431432018,0.5,1
268,100000,2,3,FT-SVD,PERMANOVA,pseudo-F,292,2,7.906394696215755,0.5,1
269,150000,3,13,FT-SVD,PERMANOVA,pseudo-F,407,2,8.371135168261661,0.5,1
270,150000,3,18,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.078781788763518,0.5,1
271,20000,5,8,Jaccard,PERMANOVA,pseudo-F,482,2,4.286343392206845,0.5,1
272,100000,3,3,CTF,PERMANOVA,pseudo-F,407,2,8.23446263656491,0.5,1
273,50000,6,11,Jaccard,PERMANOVA,pseudo-F,487,2,3.93267405636342,0.5,1
274,10000,2,8,Bray-Curtis,PERMANOVA,pseudo-F,292,2,2.718706130599817,0.5,1
275,100000,6,15,Jaccard,PERMANOVA,pseudo-F,487,2,4.29728383321331,0.5,1
276,150000,3,13,Jaccard,PERMANOVA,pseudo-F,406,2,2.6110824990917383,0.5,1
277,150000,4,18,Jaccard,PERMANOVA,pseudo-F,464,2,3.0122838643940004,0.5,1
278,100000,3,15,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.148107217271132,0.5,1
279,50000,2,16,CTF,PERMANOVA,pseudo-F,292,2,9.304570931501203,0.5,1
280,150000,5,16,Jaccard,PERMANOVA,pseudo-F,482,2,3.948352017091094,0.5,1
281,20000,3,13,Jaccard,PERMANOVA,pseudo-F,406,2,3.091489218493657,0.5,1
282,10000,4,5,CTF,PERMANOVA,pseudo-F,465,2,3.8298391604369546,0.5,1
283,50000,4,7,Jaccard,PERMANOVA,pseudo-F,464,2,3.3275408187665168,0.5,1
284,50000,4,17,FT-SVD,PERMANOVA,pseudo-F,465,2,19.249412050278547,0.5,1
285,20000,3,2,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.363234790987655,0.5,1
286,10000,6,14,Jaccard,PERMANOVA,pseudo-F,487,2,4.108568418613969,0.5,1
287,20000,2,8,CTF,PERMANOVA,pseudo-F,292,2,3.351552807645968,0.5,1
288,50000,5,3,Jaccard,PERMANOVA,pseudo-F,482,2,3.7993401394172412,0.5,1
289,20000,5,16,Jaccard,PERMANOVA,pseudo-F,482,2,3.5917153518259073,0.5,1
290,20000,4,18,Jaccard,PERMANOVA,pseudo-F,464,2,3.0814356398799694,0.5,1
291,100000,2,14,FT-SVD,PERMANOVA,pseudo-F,292,2,10.035517162591802,0.5,1
292,100000,4,19,FT-SVD,PERMANOVA,pseudo-F,465,2,15.920709176039585,0.5,1
293,100000,6,9,Jaccard,PERMANOVA,pseudo-F,487,2,4.077550134547742,0.5,1
294,50000,6,15,FT-SVD,PERMANOVA,pseudo-F,488,2,16.181885935322242,0.5,1
295,10000,3,6,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.000975513822046,0.5,1
296,10000,5,15,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.577987624332075,0.5,1
297,100000,4,1,Jaccard,PERMANOVA,pseudo-F,464,2,3.950098872202152,0.5,1
298,150000,6,2,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.848283469861271,0.5,1
299,50000,6,7,CTF,PERMANOVA,pseudo-F,488,2,9.41467547909581,0.5,1
300,150000,3,1,CTF,PERMANOVA,pseudo-F,407,2,10.535555248249688,0.5,1
301,100000,5,5,Jaccard,PERMANOVA,pseudo-F,482,2,3.8808024366822806,0.5,1
302,150000,2,17,CTF,PERMANOVA,pseudo-F,292,2,7.1232839429896,0.5,1
303,150000,5,9,CTF,PERMANOVA,pseudo-F,483,2,12.991630737396545,0.5,1
304,50000,6,3,FT-SVD,PERMANOVA,pseudo-F,488,2,14.610556894280084,0.5,1
305,150000,4,8,FT-SVD,PERMANOVA,pseudo-F,465,2,14.165918778703556,0.5,1
306,10000,5,14,CTF,PERMANOVA,pseudo-F,483,2,6.441835477878043,0.5,1
307,150000,3,3,FT-SVD,PERMANOVA,pseudo-F,407,2,10.170745091569573,0.5,1
308,20000,4,9,Jaccard,PERMANOVA,pseudo-F,464,2,3.9347043648545523,0.5,1
309,50000,6,14,CTF,PERMANOVA,pseudo-F,488,2,8.985388281155572,0.5,1
310,10000,2,14,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.413714046314975,0.5,1
311,20000,2,3,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.2934188137565386,0.5,1
312,10000,6,4,CTF,PERMANOVA,pseudo-F,488,2,6.915878386149834,0.5,1
313,20000,6,1,CTF,PERMANOVA,pseudo-F,488,2,6.0142091077983455,0.5,1
314,20000,6,12,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.828924264493498,0.5,1
315,20000,4,14,CTF,PERMANOVA,pseudo-F,465,2,6.520707542728655,0.5,1
316,50000,3,13,FT-SVD,PERMANOVA,pseudo-F,407,2,7.781473965488675,0.5,1
317,20000,6,1,Jaccard,PERMANOVA,pseudo-F,487,2,4.068671472114633,0.5,1
318,10000,3,9,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.95597521828068,0.5,1
319,100000,3,12,CTF,PERMANOVA,pseudo-F,407,2,7.311433275330728,0.5,1
320,20000,2,20,Jaccard,PERMANOVA,pseudo-F,292,2,2.423114838430979,0.5,1
321,50000,6,5,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.803432021021682,0.5,1
322,150000,3,4,Jaccard,PERMANOVA,pseudo-F,406,2,3.6878647864448446,0.5,1
323,20000,2,20,CTF,PERMANOVA,pseudo-F,292,2,1.2987687555004737,0.5,1
324,100000,4,14,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.868472612639053,0.5,1
325,100000,5,18,CTF,PERMANOVA,pseudo-F,483,2,12.821629653297295,0.5,1
326,100000,5,10,FT-SVD,PERMANOVA,pseudo-F,483,2,14.030059765411886,0.5,1
327,100000,6,3,FT-SVD,PERMANOVA,pseudo-F,488,2,16.162812538287238,0.5,1
328,10000,3,20,CTF,PERMANOVA,pseudo-F,407,2,5.15130365924246,0.5,1
329,10000,2,7,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.5658344671480466,0.5,1
330,50000,4,6,CTF,PERMANOVA,pseudo-F,465,2,7.9438754413538,0.5,1
331,150000,2,20,Jaccard,PERMANOVA,pseudo-F,292,2,2.5810646635594447,0.5,1
332,150000,6,15,CTF,PERMANOVA,pseudo-F,488,2,11.302003916486088,0.5,1
333,100000,5,8,FT-SVD,PERMANOVA,pseudo-F,483,2,16.539869886549784,0.5,1
334,150000,6,15,FT-SVD,PERMANOVA,pseudo-F,488,2,15.430247473993976,0.5,1
335,100000,4,4,Jaccard,PERMANOVA,pseudo-F,464,2,3.4898503371679417,0.5,1
336,150000,3,17,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.434376727129817,0.5,1
337,20000,5,20,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.985914120669056,0.5,1
338,10000,4,5,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.709753795547629,0.5,1
339,100000,6,6,CTF,PERMANOVA,pseudo-F,488,2,11.77185337003803,0.5,1
340,150000,4,19,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.47562123336556,0.5,1
341,50000,5,6,Jaccard,PERMANOVA,pseudo-F,482,2,4.266987359751658,0.5,1
342,20000,5,13,Jaccard,PERMANOVA,pseudo-F,482,2,4.062563992065166,0.5,1
343,20000,4,1,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.800077213899518,0.5,1
344,50000,2,3,FT-SVD,PERMANOVA,pseudo-F,292,2,9.154025217968679,0.5,1
345,10000,6,11,Jaccard,PERMANOVA,pseudo-F,487,2,3.8545253739853753,0.5,1
346,10000,2,10,CTF,PERMANOVA,pseudo-F,292,2,4.078483226362601,0.5,1
347,50000,3,2,CTF,PERMANOVA,pseudo-F,407,2,11.31362103674236,0.5,1
348,150000,6,4,CTF,PERMANOVA,pseudo-F,488,2,10.91345704468282,0.5,1
349,20000,2,18,Jaccard,PERMANOVA,pseudo-F,291,2,2.292065157277244,0.5,1
350,20000,3,16,Jaccard,PERMANOVA,pseudo-F,406,2,3.8022765049372675,0.5,1
351,50000,4,15,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.4428632601886875,0.5,1
352,50000,4,2,Jaccard,PERMANOVA,pseudo-F,464,2,3.431972325352195,0.5,1
353,10000,6,16,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.785437097874336,0.5,1
354,100000,2,20,FT-SVD,PERMANOVA,pseudo-F,292,2,7.793441924245217,0.5,1
355,150000,5,13,Jaccard,PERMANOVA,pseudo-F,482,2,3.5030978231779333,0.5,1
356,20000,2,10,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.357888122874188,0.5,1
357,100000,4,16,CTF,PERMANOVA,pseudo-F,465,2,12.574795486443108,0.5,1
358,150000,3,16,Jaccard,PERMANOVA,pseudo-F,406,2,3.4282878222869457,0.5,1
359,100000,6,10,Jaccard,PERMANOVA,pseudo-F,487,2,3.4851642923809925,0.5,1
360,150000,2,18,Jaccard,PERMANOVA,pseudo-F,291,2,1.8841453950213587,0.5,1
361,50000,6,14,Jaccard,PERMANOVA,pseudo-F,487,2,4.2471618638512485,0.5,1
362,150000,4,17,FT-SVD,PERMANOVA,pseudo-F,465,2,14.917662218134627,0.5,1
363,20000,3,10,CTF,PERMANOVA,pseudo-F,407,2,5.648738211547652,0.5,1
364,50000,5,12,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.585571784774476,0.5,1
365,150000,5,20,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.950147782707225,0.5,1
366,10000,3,4,Jaccard,PERMANOVA,pseudo-F,406,2,3.6300267247135163,0.5,1
367,150000,4,16,CTF,PERMANOVA,pseudo-F,465,2,12.703265129839272,0.5,1
368,20000,4,19,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.544167769679684,0.5,1
369,100000,3,8,CTF,PERMANOVA,pseudo-F,407,2,4.298309193552505,0.5,1
370,10000,2,6,CTF,PERMANOVA,pseudo-F,292,2,0.6077170037064493,1.0,1
371,20000,2,3,CTF,PERMANOVA,pseudo-F,292,2,5.491027768675317,0.5,1
372,50000,4,7,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.170020049981324,0.5,1
373,150000,5,1,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.888866035186339,0.5,1
374,20000,3,17,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.419748547914753,0.5,1
375,100000,2,6,FT-SVD,PERMANOVA,pseudo-F,292,2,4.617520849779594,0.5,1
376,100000,6,3,Jaccard,PERMANOVA,pseudo-F,487,2,3.4925308744375325,0.5,1
377,150000,3,16,FT-SVD,PERMANOVA,pseudo-F,407,2,15.692198349506553,0.5,1
378,150000,2,10,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.37845183872742,0.5,1
379,50000,5,9,Jaccard,PERMANOVA,pseudo-F,482,2,4.329871354509594,0.5,1
380,20000,6,17,CTF,PERMANOVA,pseudo-F,488,2,7.638679907966194,0.5,1
381,20000,4,12,Jaccard,PERMANOVA,pseudo-F,464,2,3.640636095638176,0.5,1
382,20000,3,19,Jaccard,PERMANOVA,pseudo-F,406,2,3.0611143751730827,0.5,1
383,20000,2,17,Jaccard,PERMANOVA,pseudo-F,291,2,2.6342261667113647,0.5,1
384,50000,4,17,CTF,PERMANOVA,pseudo-F,465,2,12.602993146561321,0.5,1
385,150000,4,12,Jaccard,PERMANOVA,pseudo-F,464,2,3.5718084265719328,0.5,1
386,150000,5,2,CTF,PERMANOVA,pseudo-F,483,2,10.75930788804259,0.5,1
387,50000,5,9,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.91071126552755,0.5,1
388,50000,3,5,FT-SVD,PERMANOVA,pseudo-F,407,2,11.101112249513564,0.5,1
389,150000,2,17,Jaccard,PERMANOVA,pseudo-F,291,2,1.9429536516015475,0.5,1
390,150000,3,19,Jaccard,PERMANOVA,pseudo-F,406,2,2.8097038816620685,0.5,1
391,100000,3,1,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.6990045170823205,0.5,1
392,50000,6,5,Jaccard,PERMANOVA,pseudo-F,487,2,3.7202734400056054,0.5,1
393,150000,6,12,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.786994100544778,0.5,1
394,100000,5,13,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.040349647406757,0.5,1
395,50000,6,20,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.830431022845644,0.5,1
396,100000,6,15,CTF,PERMANOVA,pseudo-F,488,2,10.874154581504571,0.5,1
397,20000,5,2,Jaccard,PERMANOVA,pseudo-F,482,2,3.7941479492830186,0.5,1
398,20000,5,7,CTF,PERMANOVA,pseudo-F,483,2,6.976176948720482,0.5,1
399,50000,6,10,FT-SVD,PERMANOVA,pseudo-F,488,2,16.90076109378059,0.5,1
400,20000,4,6,Jaccard,PERMANOVA,pseudo-F,464,2,3.635883016317425,0.5,1
401,10000,5,2,CTF,PERMANOVA,pseudo-F,483,2,4.371912875706843,0.5,1
402,100000,2,11,FT-SVD,PERMANOVA,pseudo-F,292,2,6.74351416389101,0.5,1
403,150000,5,18,CTF,PERMANOVA,pseudo-F,483,2,13.309856888856237,0.5,1
404,150000,2,5,FT-SVD,PERMANOVA,pseudo-F,292,2,5.770286019525176,0.5,1
405,100000,5,3,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.520088060244019,0.5,1
406,50000,3,13,CTF,PERMANOVA,pseudo-F,407,2,5.8589056935988655,0.5,1
407,50000,6,6,FT-SVD,PERMANOVA,pseudo-F,488,2,12.888556223680306,0.5,1
408,20000,6,3,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.705077666053051,0.5,1
409,20000,4,20,FT-SVD,PERMANOVA,pseudo-F,465,2,15.83753474389872,0.5,1
410,100000,2,4,CTF,PERMANOVA,pseudo-F,292,2,2.6397938035353232,0.5,1
411,10000,3,13,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.019822527889023,0.5,1
412,150000,3,12,CTF,PERMANOVA,pseudo-F,407,2,7.228304260602424,0.5,1
413,50000,5,19,CTF,PERMANOVA,pseudo-F,483,2,9.868170396282908,0.5,1
414,10000,6,7,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.78635738420827,0.5,1
415,150000,2,6,CTF,PERMANOVA,pseudo-F,292,2,4.675102858606249,0.5,1
416,10000,6,19,CTF,PERMANOVA,pseudo-F,488,2,5.432931231470368,0.5,1
417,150000,3,3,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.642388842406441,0.5,1
418,50000,4,12,FT-SVD,PERMANOVA,pseudo-F,465,2,12.57873822907531,0.5,1
419,50000,2,5,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.0876746913171287,0.5,1
420,100000,5,15,FT-SVD,PERMANOVA,pseudo-F,483,2,15.182505250067171,0.5,1
421,20000,5,11,CTF,PERMANOVA,pseudo-F,483,2,8.337954343006762,0.5,1
422,100000,3,18,FT-SVD,PERMANOVA,pseudo-F,407,2,5.882664787670475,0.5,1
423,100000,6,6,FT-SVD,PERMANOVA,pseudo-F,488,2,16.454218234750925,0.5,1
424,50000,6,11,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.751042294762666,0.5,1
425,100000,2,17,CTF,PERMANOVA,pseudo-F,292,2,8.472444097892952,0.5,1
426,10000,4,12,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.182674996498058,0.5,1
427,150000,2,12,Jaccard,PERMANOVA,pseudo-F,291,2,1.9800868495899706,0.5,1
428,150000,5,19,Jaccard,PERMANOVA,pseudo-F,482,2,4.252819249035149,0.5,1
429,100000,4,2,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.741481844900284,0.5,1
430,150000,4,17,Jaccard,PERMANOVA,pseudo-F,464,2,3.942447926668415,0.5,1
431,20000,2,12,Jaccard,PERMANOVA,pseudo-F,291,2,1.915194816339309,0.5,1
432,50000,4,8,Jaccard,PERMANOVA,pseudo-F,464,2,3.4547324769807233,0.5,1
433,20000,4,17,Jaccard,PERMANOVA,pseudo-F,464,2,4.404277665031832,0.5,1
434,10000,4,11,CTF,PERMANOVA,pseudo-F,465,2,3.8903818387874547,0.5,1
435,10000,6,8,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.743815735471606,0.5,1
436,20000,5,19,Jaccard,PERMANOVA,pseudo-F,482,2,4.27405667288056,0.5,1
437,100000,6,6,Jaccard,PERMANOVA,pseudo-F,487,2,4.292148325698853,0.5,1
438,150000,3,6,FT-SVD,PERMANOVA,pseudo-F,407,2,8.300418567576187,0.5,1
439,50000,3,9,CTF,PERMANOVA,pseudo-F,407,2,4.845432997214448,0.5,1
440,50000,3,4,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.906651762021697,0.5,1
441,100000,2,12,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.2551540977297755,0.5,1
442,150000,2,2,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.779034282251198,0.5,1
443,50000,5,1,CTF,PERMANOVA,pseudo-F,483,2,9.076671411240063,0.5,1
444,10000,2,5,Jaccard,PERMANOVA,pseudo-F,291,2,2.2405201254874325,0.5,1
445,50000,3,16,FT-SVD,PERMANOVA,pseudo-F,407,2,15.528143751211134,0.5,1
446,10000,3,1,Jaccard,PERMANOVA,pseudo-F,406,2,3.7691303914822436,0.5,1
447,100000,6,10,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.8652627411273786,0.5,1
448,150000,5,11,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.02513574753448,0.5,1
449,50000,2,6,FT-SVD,PERMANOVA,pseudo-F,292,2,4.863301195556377,0.5,1
450,150000,6,5,FT-SVD,PERMANOVA,pseudo-F,488,2,16.130897278200102,0.5,1
451,50000,5,6,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.809226209922452,0.5,1
452,100000,3,19,CTF,PERMANOVA,pseudo-F,407,2,7.292506101105164,0.5,1
453,150000,4,12,FT-SVD,PERMANOVA,pseudo-F,465,2,14.425796698659438,0.5,1
454,50000,4,8,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.5559980559221485,0.5,1
455,100000,5,13,CTF,PERMANOVA,pseudo-F,483,2,12.144122125085286,0.5,1
456,150000,6,10,FT-SVD,PERMANOVA,pseudo-F,488,2,14.525862405103815,0.5,1
457,20000,2,15,CTF,PERMANOVA,pseudo-F,292,2,5.615632686441138,0.5,1
458,50000,2,13,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.6572388635780544,0.5,1
459,100000,3,5,FT-SVD,PERMANOVA,pseudo-F,407,2,11.08727057516783,0.5,1
460,20000,3,18,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.131247658205483,0.5,1
461,150000,6,20,CTF,PERMANOVA,pseudo-F,488,2,10.944381933051915,0.5,1
462,20000,4,3,Jaccard,PERMANOVA,pseudo-F,464,2,3.394210170136982,0.5,1
463,50000,2,5,CTF,PERMANOVA,pseudo-F,292,2,4.191484211216156,0.5,1
464,20000,5,7,Jaccard,PERMANOVA,pseudo-F,482,2,3.8144887345527607,0.5,1
465,20000,4,16,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.9500189763257145,0.5,1
466,10000,3,15,CTF,PERMANOVA,pseudo-F,407,2,4.136233737876681,0.5,1
467,100000,2,16,Jaccard,PERMANOVA,pseudo-F,291,2,2.5518927369962885,0.5,1
468,100000,2,1,CTF,PERMANOVA,pseudo-F,292,2,6.151235895155279,0.5,1
469,50000,2,12,Jaccard,PERMANOVA,pseudo-F,291,2,1.7481583334201687,0.5,1
470,50000,3,3,FT-SVD,PERMANOVA,pseudo-F,407,2,9.651813282279557,0.5,1
471,100000,3,18,Jaccard,PERMANOVA,pseudo-F,406,2,2.4067531758645564,0.5,1
472,100000,4,13,Jaccard,PERMANOVA,pseudo-F,464,2,3.7731087274961435,0.5,1
473,50000,3,16,CTF,PERMANOVA,pseudo-F,407,2,7.302382799343329,0.5,1
