"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2ea79eaaa0b23b2a7d2cf470cbaf72ea","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA
"c348a7cc121fa43fb14ca92cc4273c2e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"b3fef1e26b7b6ac20847ede4da68547a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"9cb1cfaea33aafcffe7c261eb104ca56","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA
"7b722c9f48cb42c7c4a687066469e489","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"2737308c23a60f5a30f048da3dada8bc","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","durum"
"7db357a4adb452de8504d8ca1ddb3f99","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"6694ca246e895a4f1d7e1d077cc27f5d","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermacoccaceae","Dermacoccus",NA
"3870dbc23f03ac1330f541baab5d6311","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"145ebc1f8ab3b2896eb631008973c0b4","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma",NA
"47ad35356a9bfec68416d32e4f039021","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"29e53aaab03b86749d3941da8ea5b59c","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia","mucilaginosa"
"8951cc9103140b71bd50c0932e096502","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"b36ff490f4df87e30600ed347f23cbdc","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"5494f5c56e0875a35b62e234cc67ffa1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"5483c27bcc0abe1d80c2a6517a362553","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"cd5f131980408e798875e41b3c0d53de","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"b3b1ae423dc7f3d8942237d115a5bf86","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae",NA,NA
"926708e33d1ebf1a9da757f78c673190","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"22778adf788733c37bfa5fa55688dfe6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"37c447b7abed007c089803b6d273111d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"fba43f263a40d5a9cc7f37f1551b13f9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"7e54570d21f03dfcefff07151a8c2d54","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium",NA
"63a37b4505b068922f8d546e258e379c","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"053c4d5b8717b60387f777efae437b40","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"114a94e972186d56504069f1bacf505a","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"9acc238746a1f2aa7745a0b5720c4eac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","guillouiae"
"08a1598eb1ea4dca23db1135552cd5a7","Bacteria","Cyanobacteria","Chloroplast","Streptophyta",NA,NA,NA
"438eb58eedcd45e1eedb5889431ebe2a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"31ebb433ebf0b3e83259d826875b4438","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"86f04c5c81713db61f97bb53835f9189","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","stutzeri"
"ab0b78445a54df766c12448fa0ad6d49","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"0820b82d14921828dfa20b56242a48c3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"f994313e9f7ddae7f7d6806221d6be70","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"2c61ba77eb8ea89ea85728bd0022ac09","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","agilis"
"90a685caa7eac21daa8a8f56df52eb29","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium",NA
"328d5b7cdad033d7b3ed419b720ba2d3","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"6e8986f8088b452f964e7968bb8bca87","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"3dca01142e22e42b989fe5a513e103c7","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ab2ef9bffd8e25c75290c0a2f6a8f85c","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"f4909ad74d5b44aa7c3694798c21ea87","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","bryophila"
"59b17c1cd2e1fa86064869f5bdbea8c4","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"94035fd1b8dabc1d79586ff8b52846b3","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","baratii"
"8a83cfd5eb074b5dbc6118eb03ef915e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"a1999b4f10c91d6f8efa3c9d73f77fa4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"2594fcf48955bec7b61a5ce4aefa3868","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"1141f30eddb626a3a1151a19445eadfe","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"8919944cb4b67e5abb04cc8afad9045d","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"b48a25941ae901a73b4a2830cc24b382","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"afd790ddbf786fee7097b734905fa35d","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","simulans"
"93029132afec86c495769fbd8dd65ff2","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"5a21785c07d7cc123256f09d00deec29","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"f48a1f611db9718c81bbfbd38ab655f3","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","succinus"
"2be34a58b64107daf7b5426302feeff7","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria",NA
"e3a4a62adc4e83c274978806164b474a","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"c6b6bd210739b4b68ff3a57f39d856c1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"82c26a1ec2622e2538b2560bde12f061","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella",NA
"0444decea04265abf48bcb720b69520e","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"1e3e8dc41a6cded29ebbe2f18a7e8f15","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"6ed7152332889b69d2d2f33c53b68934","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","zeae"
"ce33f26f3bd4784cdb63910753fa0792","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"53668ab088d92c4856914e433447af5a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"30fc8af207d17abc37394fbf3d1793f7","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus",NA
"9c25197937d1f54e2634026fbca6b55f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"251429848560a80abcb96640ceb102db","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ab8ed9e40a5889243577049d32fcf582","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"810926a593979f3574e3bbe7defd3559","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ccce7fe8aa849bed027f6898300e0c45","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"690754306aeed53ec9ffe767151681cb","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"1516918080ce0a63f2e1ac6251ba1282","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"efa0dbb6047b76c4d35d01f285f827a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"6cc9655b1459dcced981590de5dd7d89","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"6a5f9d9d0fbc066a57bb7798f9f371ff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"41f1c6e4d1e4cc653df22555bfab5796","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"698862fbff78c7fc3cd7a9f4958bdadb","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"4bdc8766a80671911353b96f2d702ffc","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"80902a999a319141ba944e56ef367119","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"3fe55dd5e59267f275e972017302459f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","callidus"
"fcc915000295812eecfa7245a74346e9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"1c85fe6e01899c1b9575734197172ab7","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"d548d217264e852a9d2f2a6662ef3289","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"8dba41073e8e2650e099cda3fd3a0630","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"62cb0ed0f2cba6fd1ab5d2a374c15bb1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"a63e6ca20ad1a7ec9e329f1f99e9f062","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","variabile"
"8183f1e3f9806994e125b1d5c6932498","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"d2589a845c837dbf413021f74e82ce0f","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","butyricum"
"9478530fe286b6839b11fde9c2b0f9a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"bca0b81a0b8d59e90c25a323c2f62f31","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"e7e74960c5ee1984f2e60f99081a368b","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","butyricum"
"a607665fc01df970cb3f1c4002a00bab","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"f83bc32e60e9c7bddf53a52937cc7ab6","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"4ab7cc7f5969573696f5cc3b1ea0f4bc","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"7277bc09de0eb60a37763f592ae15fdc","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantis"
"33f2f8ebf211722ec5ad644287cc9df9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium","lavalense"
"8f4a3341ccda8d1b45f286cb686a3aec","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","parvula"
"4e1758e81adcb1107024ee52c0113a6f","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"b4b702252bd73a5891088141b4481b4e","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"0021d135d4ac12982cc8abdf2b38e23f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","eggerthii"
"59597cd430deea6d8e0908dcd6db7e50","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella",NA
"5ae365ca527c17c22171f54421e75197","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","eggerthii"
"fa09b814b417561651db81db34860ea5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","luteciae"
"a544abd909afc727c4418e4e19eed417","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter_Eubacterium",NA
"3017f87a3b0f5200ed54eca17eef3cbb","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]",NA,NA
"185e45802a5c7674f89b5d0dd66d7912","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"35513c8de34a49ef37dde85737e6aef9","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA
"0c1f862c50a5580967d4bb76cb7053e5","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"334af877a390268de17839f80e212fd0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"7df3c653a9ad469d0de18261ee771eac","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"1f4c8ba04bcab2849c9ddfbd7fa3d1ea","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"ad689a29574a09c604cd36cf41732e13","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"2f01bb39b55931e82c577fe8c0105cd8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"3f1ed51e954b35a8108c12dd882b696b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"93c6eecb2c6a82487554e6e60e0e70b0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","producta"
"f3153e589a8718a2a1109a6e181617f7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas","gadei"
"cdfd52e813292000f1bbc5c4d7c95b4b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium",NA
"2f9fb5722bc75a80d1eebc5bf258f784","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"1a0bea5ccf9d532d75136168ddb54654","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"38e3b7abf4e08699d7a1d1965f177086","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"4ee3ccc88652e431c6f89dcf756ab7b7","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"f65ee26124609d6de91d4bffee014357","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"70c1286ec6385ce9f4956066c6cb662c","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Eggerthella","lenta"
"7281d8476d29dd24b3e674ce9cd9e3b0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium","methylpentosum"
"539c656b9710b0099a96a678b3023299","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"2268b83b6cb307bfd1cd008dae1ce4b3","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"e644522cf6d7222c9da7f9ecf614cd89","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"a2de3fc7ec0d79135bd2bdf3df9106cf","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"ed1c3370c86ae00e0062a3498ef06cf4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"aa4cb77a1be392b8ad789d655e0eb570","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"32a21601ca89d1f2629c1a9fc2de4359","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Paraprevotella",NA
"904ad13c7b8512200836d5cd9fb09e1b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"cf8eb2fb3d885d1919ba916bc0975347","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"e716f9c4dac4cd50f4988689c3c11b9d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"2cf53730a41137e7ad95ed3680541d80","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"98bac51bfd9c34de33187a42a03697da","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"cebd1b49e8ad0a6ad08f4e1df9971c29","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium","clostridioforme"
"d437864a1f17822c0cd488b524a1d13f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","callidus"
"0584be58049c7828c032b2171aa00a4b","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"2cdea72aa7fe332d3e0a891d49d22c1e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"0f9411ed14b5b3aa1a9655523fa33004","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA
"192522c9b7c41f7a761f8a2ba792268a","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia",NA
"ef7c8af53de2ee3385027bc6b4bf0883","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA
"6c4de756c45fa6e7e5adfe196f9f0039","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"04e13bfdc56b7f39045417145b542485","Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA
"7e9ed2c841e64976eace4b578ff56a26","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","eutactus"
"376917760e5aa918592416e980809536","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"96b08b31f324f113c7b260a50f09860c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"41239266f2952a56a313fc4798f28a1c","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"56c3d1a8e4dc5c2aa7afbc1563559448","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"5c3e4422374120cd00d41557946e5c6f","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","ruminis"
"7935a3aecfd02007b4d65bc44e4dabb5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"979578981da3916b394bf24c32bace21","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"3edc61fa7d3ac460c986ece3183054ba","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"7029eddc845e01d613a3bbc113ebeaba","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"f11bd4248a2f95e53507c5bbf8dda43a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"2fad39e365933a7f925040cb3c2a5ef8","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA
"22a9426d0cca7d0ad5441c0652b234f6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"92f000f936d3f349c5e7719a5edc5078","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"d9294a924ce5ef9df6e464b4ef2f9db2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"eb69b2ec6372e1cf366ea99c8ca0b838","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"8f1c11c7b732265cbfc1bb7dbd0241e7","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ba88d4e4e6a24ecc2a5aab6bdfbb77f5","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"5860dac317300b1fe6094e958240cc7f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"8c44679bb305f1f05f64198a2e812f74","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3127220258419507743dc5f2bba69d86","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"932e1f2d3f75eaba13d2b2be2f2f7cb3","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","alactolyticus"
"60ed3ad7a69022ddc89d3f4762206781","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium",NA
"312c538e3bbecfc7379c4e2fdc4cc284","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"dd9d493a50d0f98f2afd89358415072a","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","yanoikuyae"
"4acc36d268585bc3834e627756313b21","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella",NA
"9065d9fc5a50712e80be6f5dbef043d4","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"4972fcbd85f2915686f41a5fa398a02e","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"74a6bacdf0fb3a6e34ef1c2baad96ae4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"d3f86c6a6fd03654e0848a1fb1ad1385","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"2189edb3764a738094de850a96d4e256","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"cea0486054293b47714d155ca349b763","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"59d418498a7a4974e45a881ec263e7fb","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"d371cae3627eb71177294af103c68940","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"f5706d9ec821f971e4c08ee992995b40","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"fe2a1f2b6f247658881254d63fd68b74","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"34c133377349d1b57072aaab4f781fd9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"7b0c4c30e3e9348105221123952bf547","Bacteria","Lentisphaerae","[Lentisphaeria]","Victivallales","Victivallaceae",NA,NA
"8d99d70a19898e91e9d7dd54dbd5881c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"8d181137c9febeb212a7e98974633215","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"965d7a58f59ea6445b32afede05a4012","Bacteria","Cyanobacteria","4C0d-2","YS2",NA,NA,NA
"c5d3c97a0d2a80ec82d92d77bcbd789a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"f4cd813a1b8a862f7a285466b25c6302","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"37ff76f02e76dd8fc629cb05575defb1","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA
"94262d5ce837369cebf2a6366e7cc36e","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"67e3df3729145f7a3e9cadd530c85631","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"9d4e16844252e2dfbaf80a4a6fc4d55d","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae",NA,NA
"9e8e56f06c0615130e1e2f459bd4052a","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"cce0f21cdf5597d900d303fdac05b33c","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia","mucilaginosa"
"7ae7a28e3e35f8669d62a551beedaf7b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"c24ac2e6e7002af9827563df39144c55","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"b8315874f4341a59e8e3ed317406ab09","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","zeae"
"0c4204a0e15fccc22a7456685898cd5c","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"67cd78854a06d6e3867c28745e509ad9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","zeae"
