"","nsample=2","nsample=3","nsample=4","nsample=5","nsample=6","nsample=7","nsample=8","nsample=9"
"sim1",4.47618063092399,8.55362725269473,10.9086632937346,14.0943014538415,20.6865709235188,18.2499591171778,25.0746584258014,28.6872874927698
"sim2",7.61349249634112,7.97576912400991,18.3059091169391,14.2144650816149,11.9699858635777,24.7553471458012,20.2108920234169,24.9915805149911
"sim3",3.89628383384975,10.1310763878448,3.58877858440837,14.2469373503755,14.7863241664733,22.2523467035377,21.5824339353456,27.3220349257837
"sim4",4.48881299780876,12.5820398088844,13.4040964677686,14.0540681974957,28.7758876099468,22.7361322795318,18.3943514640739,28.4642163426692
"sim5",5.39636433444949,8.76190640036452,13.1665852134001,13.0254394050482,16.3852672639838,16.7479637580955,23.7401450414321,37.6648052568355
"sim6",6.19803202683182,8.94882679770838,15.392232283835,11.4135700583454,12.5804593470897,12.3619315639208,20.4940713558576,26.7596643609583
"sim7",6.35608365379691,10.2290566857493,13.5255153841082,11.9081966109758,18.9941063134587,17.7425746360952,22.1511810989834,26.8842603526141
"sim8",2.24378166863742,9.20046259349375,9.38095297024053,15.9774295538122,19.4400850339362,19.6670154931009,18.8747146868703,30.2972203743658
"sim9",7.45238106749315,7.95207182698035,14.5820536621471,20.2515504198036,18.3259439485349,14.5928192069396,13.2986450641519,31.4332881440596
"sim10",7.61071956908378,6.60283468708181,11.910205590412,14.0193582493555,23.6463002708708,15.0596962556108,22.0554996651918,27.9778417972958
"sim11",8.97175336863922,6.73446835315744,11.7600189644176,19.2382016021045,12.0538998517452,13.9889900839153,27.2638718178031,28.0783708390796
"sim12",8.63706005409837,7.53494789342735,9.00980886314675,13.0031433429026,16.3670183548941,24.3627522594731,23.1304548544324,32.1089016414725
"sim13",7.60292899763383,11.0585722989376,7.48229940333479,12.7606415014366,25.3267141494842,20.7153077392954,28.1652983102974,21.5318611511077
"sim14",5.64220540387585,6.99802355977266,9.25972532404909,13.6258793388506,16.8235677070569,20.785140364841,28.9242187962046,27.9783773501185
"sim15",6.63475686270659,11.3649213929143,7.58466806130214,14.9764031861009,15.6069589997501,18.560991264285,17.0408842810603,23.4046974823673
"sim16",10.630096556754,14.4124780578269,12.2293953410605,10.6902364153301,13.3561980103964,18.5867318954969,25.711151442475,30.1717145925254
"sim17",10.407967659363,8.07979086747096,9.43409147675821,10.4119474857944,22.6011442619464,18.9923787552912,27.2864754782254,26.2761599871146
"sim18",4.17285889162984,4.88576097093539,16.4026870277584,9.57994160448024,14.4470672605766,21.5480081667718,32.6298516205449,24.6101942257375
"sim19",9.24663170549511,10.1756066613285,8.03025187362894,17.4960799606356,25.5034630729376,16.0311556609282,23.7928534327905,30.4098385460437
"sim20",4.76318551728744,13.2160062588577,12.2089561358141,13.0917062314862,19.3600438581074,21.0635366311519,22.9572608581589,26.469258944442
"sim21",5.91450989147726,8.50187785589013,9.31402894543089,15.1780692379674,20.9860549788118,19.9565319691269,28.6039497760852,26.9720214139947
"sim22",6.36891081245151,11.2275371198531,8.73668439759519,15.5155785959546,19.8551202623238,18.2084422588893,27.8076874568283,27.2597723607898
"sim23",3.36335934573993,8.29507258336663,8.10629768647101,15.8527814008676,18.7899481202469,23.5885828288284,20.4573769758216,24.1019006791752
"sim24",2.40927358545072,8.09668467316114,5.7290302855797,12.0387972851405,18.1850868546516,18.5631951519603,24.2669046781453,19.3604234362293
"sim25",8.67035127281965,7.27079073709154,12.7862658043419,13.223124394838,19.8451922808948,33.2965800559081,24.6261701174969,27.8836975557585
"sim26",5.68981724686971,5.8520929851824,10.2352636342163,13.1573103191108,19.9895200364477,15.7353255894919,24.1125229684624,26.4507572597845
"sim27",5.37508133349823,8.09534372647003,17.0695030617118,11.2792080198612,17.0664997909704,26.9242693065797,23.0111196934498,25.7698740431697
"sim28",3.07405667943808,7.66583661150288,18.2747851893372,15.1386468587974,16.1701330679961,19.7348901313104,20.6376232519376,27.2499070077224
"sim29",9.01293893865614,4.29469767352028,15.3006345601839,15.7257246712701,20.0163675857008,16.0812909167108,25.9962607448465,21.3101945476269
"sim30",10.1699204474568,4.80523545592155,8.31721291150067,18.999715253711,16.6499058838954,17.4888171873876,24.3718434673002,29.5392416175821
"sim31",4.1806313622394,7.76624925593614,15.5146434536408,13.1874492871325,22.9285512402873,17.6084590329489,17.3903770097419,19.1374183371811
"sim32",5.04135356110903,9.89780919022228,14.6153517358967,18.9860600744961,13.4981915905289,19.010180416411,25.3487411570412,24.3929940216779
"sim33",4.89929756197192,10.5985417929181,6.78506041202461,8.74803255999394,15.1004742634049,22.1994454420214,18.5665896498188,23.970423459847
"sim34",4.58612364022054,4.75174224114154,9.54352730880642,12.3897829067498,15.5668535267382,21.7623381012889,22.0344901372393,26.5760675087381
"sim35",3.73163900929952,11.6357536716613,10.8489280756907,18.1822676625168,12.6760680968823,16.9132104321369,23.0468493607344,29.9667974455336
"sim36",6.2225719340528,12.6661272249953,14.2482714789048,14.0693451576981,18.6805699488003,26.1590818094966,30.3959425202865,27.5511908138088
"sim37",5.2829501586515,15.6311203250948,8.20924859342816,13.1220584833127,19.6121461872225,22.821121401088,19.744146603325,24.9634753994209
"sim38",9.03723595311833,9.58712743047245,13.9818093687806,12.6606586655562,18.4328568629243,17.2519496232763,24.2429683938236,26.4855533429802
"sim39",4.49934512027521,8.1712625185896,19.0139515165271,16.7884285887207,17.1802547060147,22.5239045135684,20.4345398240588,28.3583648079081
