,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1,-1.1005532580432709,-0.45851788642023816,-0.21860840931216807,-0.11908806449683751,-0.05205828459561013,-0.007760102439976269,-0.035404075830925086,0.009713177115406979,0.09282325498730903,0.10850583438108274
2,-1.2263262631645184,-0.5530920776680446,-0.2870415664238877,-0.16469051228845588,-0.1341276078614162,-0.0820428335338228,-0.10469075168186737,0.021053556959360953,0.07291504069457377,0.10122793909679506
3,-1.2144491493479688,-0.5593414922509035,-0.2974094050700724,-0.1943408189705107,-0.13911633028451886,-0.14176605530302666,-0.08845216780805432,-0.042346253629828245,0.031524745844264235,0.06897010990227903
4,-1.2631966435278952,-0.5615258607131512,-0.2823292171604528,-0.13970169256037201,-0.1287157857898351,-0.175516981751084,-0.07737043769259122,-0.019392385204495044,0.03971987045809955,0.04970192839057386
5,-1.1566070223065128,-0.5089294924967873,-0.2732943385232065,-0.12796237876776684,-0.017339136295715374,-0.006400429121879769,-0.015722595687453156,-0.005738718882418725,0.11821642743633298,0.09583627025992603
6,-1.1660583818004842,-0.5351657033913331,-0.3417464840508331,-0.1833560881488927,-0.09532776143133215,-0.062297553075433276,-0.05074300282747335,0.049560179228167245,0.09624492356289527,0.062308886957566534
7,-1.1985019463360937,-0.5482376654882979,-0.30208339898131564,-0.1823057741234777,-0.14270064899005508,-0.047510425810346035,-0.019289490214541072,0.0031561837855244024,0.04673754380282458,0.09411673652625974
8,-1.0344035463501902,-0.43144554817371406,-0.22403431395429863,-0.08122797668764381,-0.03459325833364901,0.019420202969160028,0.010444926641593244,0.019312583479397905,0.09894524108072911,0.11046770430847141
9,-1.0586493136432202,-0.4591656216858464,-0.24893748558638773,-0.1324422475735214,-0.06535086779541355,-0.06849601354306478,-0.0510160365101906,0.033354040708835075,0.07973086487417502,0.0929434898071051
10,-1.135714532452503,-0.5002308476933248,-0.30284425728962705,-0.15615388979857503,-0.13337912260135276,-0.11381416182061965,-0.08442897048443876,0.003725476949170914,0.06548604198054087,0.08267918899098892
