"","nsample=2","nsample=3","nsample=4","nsample=5","nsample=6","nsample=7","nsample=8","nsample=9"
"sim91",3.76937675096477,4.48785730072874,4.7016916775789,5.34195960257006,7.21826001753443,9.93923855881916,9.70761941427708,9.12756431875909
"sim92",5.70137099026617,3.99901253110334,4.09477779890476,6.96674679879356,6.4391055194317,8.96620482308086,9.03505758673949,10.5688221488019
"sim93",2.38667662077081,3.71095678689089,4.82296274178495,5.52944969189891,7.05322783155298,7.48537730513103,8.30732707460388,12.1233092952589
"sim94",2.92181091580804,4.80524172343785,5.91495723220715,5.918160177237,8.25716920234154,6.50553659647387,9.13647931656008,9.19402034444413
"sim95",4.34240145266765,4.23441072421727,5.41067561962693,5.92495958624536,6.38396429540625,7.73097567154363,8.73117212911803,11.9412363359009
"sim96",3.86626310058249,6.86315654481675,5.28852503184858,6.41684178290588,7.58125800713042,8.88731019775826,12.444234745979,11.7014541620506
"sim97",2.66298247783987,3.39276975201904,4.44362131736523,5.27260813663104,8.18145485504189,8.85089007412063,10.6425400243063,10.3470018750274
"sim98",2.63493114477442,3.65330538768657,4.57008975249035,7.06365535507743,6.6602006720712,6.488477813702,7.70105245843355,11.9173939569887
"sim99",2.780379597677,4.1189346235092,5.92500824647776,5.4641086341763,5.91788876626961,7.91418617547153,10.1212477368952,8.710893481333
"sim100",4.6708548960344,3.47962110315125,6.31416492529798,5.4916455841986,8.38244131914263,8.72787160561476,9.89153911249534,9.98945112096386
