"","nsample=2","nsample=3","nsample=4","nsample=5","nsample=6","nsample=7","nsample=8","nsample=9"
"sim75",2.63708338323231,2.15236460127715,5.35984064363002,2.95123159635754,6.56080015715136,6.0914348819578,8.02876024901125,9.00955229467248
"sim76",1.97051753294407,2.18871019394127,4.00376657304691,3.46138079880335,4.86572232617539,7.6547248595095,7.65056555413156,8.08183939792432
"sim77",2.74705706585478,1.77015019064829,4.97829734664263,4.88508732304787,4.38298978943858,8.64814792707941,6.64812631414874,9.61619801858389
"sim78",2.46636869153161,3.66653413548357,3.15506793076409,8.64606061730747,4.27829417242669,6.06775259317395,7.37232301960766,7.13591122554262
"sim79",2.26540463525416,2.08300519605719,3.48191532667287,3.6681475214945,5.45169756990571,4.46470802516366,6.57486505725359,7.97130653633057
"sim80",1.68064881723607,5.69238664462557,2.50673269947076,3.20161146842665,7.3499431662275,5.51496106147534,6.81504445738661,7.56747550504865
"sim81",1.54792925585781,1.69325542633301,4.12456761727376,5.93651022867291,4.15338363822541,4.45758140560662,5.67988510128396,7.34503934251765
"sim82",1.41640404744416,2.55147087791,4.97872368463399,4.51432409832469,6.50537144629692,6.35134313895067,7.02083374244261,8.37675774531873
"sim83",2.79040081737425,3.23809254233388,3.67083691627725,5.0738348213954,4.00632454189956,5.36561228757235,8.2682462239,7.98433721222336
"sim84",3.65426355337258,3.08002389904206,3.53506681757331,6.29941867473652,6.82839985827364,8.03118125861975,8.6932185018136,7.52816829553938
"sim85",2.11000244376761,4.67879882724337,3.06293137099552,5.47180498332435,4.95426357320887,6.66035677432663,6.02792791289004,8.06658681020818
"sim86",4.19182718272379,3.97500497956326,2.75549684706511,6.22280800487212,9.84403783351726,4.17671318805429,6.61846514996625,7.31164590320135
"sim87",2.6784782266112,2.77348813412155,3.26286141227926,6.70872781961471,7.44620010385682,7.47060962130895,4.84770200664292,6.29881215485964
"sim88",4.06444285175678,3.87088529810355,2.87712896139962,5.78051969567819,3.93871507435223,9.26931432472744,7.00926124599624,8.73629019638765
"sim89",3.36117312880525,5.75208091359578,4.52461709829661,3.61005026166902,6.785878506392,6.51360795077318,7.79630804030223,8.71657272991719
"sim90",3.28176570864336,3.25637089994398,3.4812004461095,3.94925808609029,5.87299833940436,8.50534835722899,6.03434372047928,8.71568775118372
"sim91",2.5844121113682,3.72926522793706,3.76190954618191,4.04551476103587,5.34702329486893,10.6348543437321,6.81526215671279,7.47631554706359
"sim92",5.46371795948196,3.00708924252873,4.76490969074866,5.62082369207459,4.81267694717521,6.83373603584754,9.04040781414599,8.44718074920928
"sim93",1.21918539547823,3.27160961306707,3.15041425312804,3.63697680723821,4.65292237898222,5.69448245724568,8.23267857557487,9.31360545527467
"sim94",1.9341882902874,3.64835227661487,4.45125980229978,6.00186930945377,6.4626416790613,4.49378639499271,7.94168560366253,7.41415916918947
"sim95",5.16138152269594,3.97873418066411,3.76652375162392,4.67226712100692,6.3283609965876,5.43306377557721,8.15813659821208,9.40877343217954
"sim96",2.49576259380298,4.65724529260429,3.87127320292214,3.71352237885804,4.92937088550519,6.30399779263811,9.15601242561615,9.83931037516269
"sim97",2.72301679065064,2.8186782095315,3.96137402670522,4.31778342161312,5.13273746139246,6.00430211564757,8.51824966475534,8.92917779988541
"sim98",1.8021570411738,2.89788565974425,4.09047658392915,6.19859555082646,4.86844227397703,5.0882741264165,5.93931833475864,9.81676772515087
"sim99",2.19847510335675,3.04684323741072,5.53710955827468,4.66207396558881,5.99511402266567,7.1116006271276,7.6063888270436,6.67940675319896
"sim100",1.98309192124219,3.02969111013384,5.36551400111589,4.46249391512852,7.49030636412559,6.29533423278215,7.13868244689902,8.50715203165164
