"","nsample2","nsample3","nsample4","nsample5","nsample6","nsample7","nsample8","nsample9"
"1",0.661784877121093,0.791413610368824,0.751376994517389,0.846769638764349,0.870140363893252,0.869993480246284,0.749833959488035,0.83586047023174
"2",0.496187103288077,0.721512572341304,0.742765877112872,0.752621780098974,0.563459150075319,0.792831767385478,0.863827582501724,0.882016314976578
"3",0.513455706149466,0.836945487009177,0.950981965372522,0.701643528179838,0.849556225404044,0.811724175415861,0.702000269111532,0.872345590868829
"4",0.602602061569579,0.644592399586657,0.891936456723605,0.77648608992106,0.856842908253067,0.791672056850724,0.905406309797087,0.722257316833118
"5",0.477761443585125,0.737704680189571,0.772393815296973,0.581474425538077,0.789612275477756,0.815294878036566,0.776100253482134,0.818505576899418
"6",0.447187476729886,0.623127483811839,0.79616040537776,0.63381466023809,0.814653392388972,0.891545674700224,0.785969172404261,0.81371360822775
"7",0.511016070945752,0.791631590433206,0.837539114290585,0.817007677136658,0.850470447890268,0.934450508652799,0.868815380951384,0.836444588375836
"8",0.527626686230948,0.600430023018541,0.859646786337562,0.849332099787924,0.735569431812609,0.779114703788193,0.743458260945734,0.861579645503202
"9",0.544256364342991,0.833874173828959,0.671535108907559,0.825565320152684,0.902359671651767,0.90465916520458,0.84498502463533,0.883038451051806
"10",0.614589701410807,0.688233419108703,0.696080887582412,0.781092515597495,0.889658297092093,0.837843567437154,0.867025829677537,0.895767013861712
"11",0.588305956248956,0.77282919616104,0.73992771617039,0.891646200554732,0.899057644795696,0.89136066708399,0.823481786464958,0.875172477057675
"12",0.834811379863185,0.817206550552275,0.721557900637,0.80043013196171,0.834650157040002,0.756675542292079,0.758164366849746,0.821172493545464
"13",0.505456435596692,0.887265033619492,0.881698823715538,0.810083792348584,0.899231157404091,0.788895407446356,0.930023766570281,0.818788561375188
"14",0.678597960999856,0.765070233481153,0.917413185857861,0.784160814925931,0.842326332168439,0.830070029434344,0.901504422935682,0.770789700149801
"15",0.852354995192819,0.79952555622339,0.897775894827179,0.752583556097971,0.814604541098117,0.831244556895267,0.853485147478633,0.893469077408464
"16",0.584305537968721,0.743764918464113,0.828361614114191,0.906658426244712,0.835489628821475,0.83266511526123,0.823332317842835,0.859034054187566
"17",0.720529682194665,0.806196108485602,0.595354122908447,0.76992843209781,0.793362581080518,0.81820370326538,0.866604046197315,0.860954857942639
"18",0.465141065279755,0.845285142497162,0.855759368460298,0.733733820423054,0.850230331520538,0.759354896649352,0.900364769413414,0.69285933089529
"19",0.781416124065777,0.746650548570214,0.720591742777548,0.929512549623146,0.901606344635628,0.930279639928498,0.815617262435703,0.829225989676822
"20",0.659430505656352,0.666479864648921,0.729321252100503,0.79384067888436,0.793344407221878,0.801862574079476,0.772568197822807,0.838973010759157
"21",0.596021395506525,0.781174025974586,0.796187263177159,0.821501725360914,0.865859870307,0.799494371507227,0.865443470899329,0.874372532859507
"22",0.886794533968972,0.846645366303544,0.759006566511537,0.765388504441129,0.839998452670267,0.857825324605201,0.826205612243901,0.684308409925431
"23",0.619390860473233,0.74713236085084,0.671755027022423,0.772307593066256,0.887852212860702,0.753281353936317,0.718523595424503,0.837562381355074
"24",0.58706432516094,0.663383885062546,0.635678420348115,0.857800681189535,0.767924066950306,0.923666028316026,0.848426404726163,0.918578403068898
"25",0.619904586793078,0.688928659279724,0.809331805126981,0.721348477131962,0.870257957916627,0.909065332493811,0.757644848367385,0.894777157301081
"26",0.679976202374541,0.791833191399078,0.831225180647705,0.730823697780721,0.728278984637064,0.800778009656703,0.823359070313158,0.798692758719167
"27",0.680389649366929,0.853227155651667,0.810821412338833,0.797763020590607,0.726855721097486,0.828815064078908,0.806332602295849,0.812696311474373
"28",0.590424252520942,0.435045004770569,0.805775502920401,0.821304855900927,0.659224062883047,0.920930787637158,0.848857355901128,0.786664277451386
"29",0.430481099301455,0.666279358259067,0.807032701046368,0.77595452053096,0.798709520562839,0.856393720704134,0.872237794754317,0.795768201487788
"30",0.669217168636692,0.777361560727012,0.81715493534684,0.846598580890862,0.848587901571893,0.894438134607132,0.882376405261962,0.823432765754484
"31",0.734471464472437,0.729221570228973,0.866499403305537,0.748192989150995,0.763231841531337,0.801353374405978,0.888938880113975,0.824599438003818
"32",0.726487473409449,0.772581923753593,0.843742540851549,0.858115079544582,0.711108178448703,0.788722686352113,0.847601366058959,0.820471050198988
"33",0.594240190231907,0.673039418392847,0.732548202260202,0.771105930658063,0.802713207529754,0.916267095464146,0.835488988406205,0.812242454026802
"34",0.588628117193228,0.84563927073901,0.796485063802464,0.673422985816118,0.870116551942749,0.758489720122688,0.889775984524917,0.868709559867002
"35",0.71764503486673,0.823940600124028,0.895551900009004,0.760549596909201,0.914337555295211,0.842956761365378,0.89086438272037,0.822694966540526
"36",0.569173611402369,0.891735367365416,0.850804477418536,0.763977124344751,0.789766561121797,0.833204646615865,0.85467682136239,0.79549445946065
"37",0.766930430165435,0.871383649959657,0.751295131838985,0.714951364344038,0.750070543067983,0.819153839091053,0.798201463998307,0.890478213104567
"38",0.654146307943817,0.614239489174523,0.949262816319881,0.823524593767031,0.741450069659662,0.812942974662067,0.850420461335525,0.816012871299162
"39",0.576792846626124,0.736952160473704,0.857216264491455,0.814593156009106,0.630280007042877,0.763701567766667,0.864009909368051,0.85461090538194
"40",0.504400682270853,0.855870528846318,0.763448309986477,0.787337612952654,0.899919480999819,0.913412030133001,0.835009936725862,0.823118945078922
"41",0.554139840588297,0.852750845318689,0.798433286860217,0.74220790649969,0.922219775858275,0.897463042246282,0.784541973737083,0.926497701801161
"42",0.5771517468418,0.781346523169539,0.713998923279492,0.85275823778381,0.867533076004478,0.77405162356971,0.788548981749355,0.906118569817665
"43",0.634357556717588,0.769076993305327,0.827201903562976,0.781501232045762,0.705923515306433,0.831401677880049,0.897267486584686,0.855682437697127
"44",0.55585293364096,0.842867361045757,0.735219994322604,0.711650335570859,0.799728812768401,0.807495124009939,0.77857371288443,0.687168962884022
"45",0.600368978567789,0.522882338385984,0.682134062536799,0.842920488776891,0.819887738293581,0.73822265310354,0.897263855623908,0.851779867332732
"46",0.778826614527568,0.841827658738999,0.848845740966085,0.846260230297758,0.909594694576548,0.76519456342273,0.746614108620251,0.905527832355784
"47",0.627397526108874,0.825986099836567,0.821467397708235,0.896875469171675,0.857999920948231,0.864369078501149,0.861473350599393,0.881952742823538
"48",0.521550353913099,0.78036604212247,0.805425910666106,0.852968593114733,0.863172149687594,0.858754033780004,0.817804514773667,0.897541131793902
"49",0.822191948612099,0.798658695623621,0.806068766992264,0.877184826483125,0.655577726170696,0.84587561497156,0.867762795452857,0.772120199913365
"50",0.690144167784151,0.708576365571269,0.599375298012892,0.882015978873593,0.645296490396146,0.732609627988214,0.882170154864256,0.830597912902255
"51",0.569670182442818,0.928633892705794,0.75811409462858,0.877529412973354,0.894321051587731,0.902108447782481,0.852456449227576,0.768764726553652
"52",0.553285459835325,0.7656337150039,0.805906052028691,0.679644038644177,0.760765288710014,0.822606168794739,0.75885182599388,0.912267260131858
"53",0.590495847793551,0.494665656483406,0.810171239959468,0.794619553893778,0.759853935977199,0.861659350416741,0.824198446680414,0.852997938764734
"54",0.553299914567353,0.798791353024247,0.835519456284194,0.695068116445411,0.945152753273739,0.734321481336119,0.92077106230199,0.848973058718943
"55",0.475350061766689,0.830687459922359,0.744457926341165,0.731893013792436,0.818314064494964,0.8288073920174,0.922778915089602,0.825105269524354
"56",0.559148816672371,0.7414211588748,0.902365558800349,0.725688909321021,0.769083770221215,0.739623834758337,0.757904399342364,0.87160392903631
"57",0.699626919520593,0.834990577788842,0.797133913065369,0.694496959702941,0.764977612644295,0.737685113833201,0.866164350987182,0.782906774203045
