"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.235860492954353,0.305013834525547,0.336830350207132,0.350167354301006,0.369107918712219,0.3850885352281,0.400963950757092,0.414763325864211,0.425798729239591,0.438401156091926
"2",0.233563227071923,0.306058890629567,0.338999548407763,0.352403021218429,0.371530167719655,0.38907165683654,0.404632720038777,0.415321196075907,0.427632073654026,0.438103874445071
"3",0.231733760609345,0.29623295991599,0.33340659583758,0.354742845925169,0.369298813510596,0.385918923260227,0.396866797248029,0.411579106116529,0.425253308892439,0.436074655253231
"4",0.235794974280993,0.304543465961136,0.340746936882408,0.362696058915132,0.3757527960458,0.391749800625211,0.405770483281187,0.416841739840009,0.431201602629556,0.440215479770625
"5",0.232506834667482,0.301729420174969,0.338051041470727,0.3529678634893,0.374710919734797,0.391996951578164,0.407115729753395,0.420201615357923,0.432186597600557,0.441260248719389
"6",0.233637095091226,0.300255761362328,0.334632853782115,0.355455785289797,0.370926043440536,0.382557631591864,0.39890950421332,0.412362957099662,0.422586912518705,0.433866912969293
"7",0.237457679227369,0.306123317916419,0.34180519576841,0.353770468748042,0.374761872095766,0.390880486534947,0.405480406889467,0.422338075995003,0.435535934443371,0.445140306501494
"8",0.237497456441761,0.306590816997157,0.342429901551418,0.356777535227471,0.369150545194502,0.388631184247726,0.405062101060529,0.415205813367813,0.428564492764503,0.441264514307265
"9",0.235680494027209,0.307364628589877,0.341843178199661,0.356756716278172,0.376471492316708,0.38833250054316,0.404740179427024,0.420359118868145,0.433403910866348,0.441769001474964
"10",0.238632254797045,0.305605932384728,0.341355227073872,0.355395706986683,0.375419293806355,0.391440878642571,0.405933757594083,0.416162384412037,0.424687288723745,0.436444844059447
"11",0.235227265467985,0.304676713401527,0.338406443111602,0.353849674019949,0.368325978992826,0.38607977473866,0.403112757275689,0.41802901369344,0.429909899913152,0.440533171943597
"12",0.236645887475863,0.308979922162366,0.342763910823029,0.355729802714505,0.376356619906497,0.391563041842403,0.406905692255598,0.419519225348219,0.430736376231831,0.438107643664676
"13",0.239554557795402,0.305719460957693,0.34137392182662,0.358790527444702,0.373240328728375,0.387242920567043,0.399025378177868,0.414553830158743,0.427773014178377,0.438851703096184
"14",0.237206806605128,0.306636527957596,0.341922755030308,0.354951669186663,0.37500093683556,0.391793871490686,0.406239443309926,0.42036402949762,0.43152810955022,0.441265685080507
"15",0.238155625696536,0.304014872210502,0.337343076012625,0.352686339436293,0.371471363131916,0.388088514755126,0.399142027430351,0.413668028900944,0.424442709589848,0.436753392193664
"16",0.234198788058392,0.296537702463886,0.332221404709122,0.347346085496454,0.362154094929208,0.380476014557783,0.392916938366367,0.407565336053745,0.4207400518606,0.435199760165759
"17",0.234281939083613,0.299386908346686,0.33580234273641,0.35056034900378,0.371441066385461,0.389383899643216,0.406028921015504,0.420422829256088,0.430325919163223,0.440496899344462
"18",0.234804520339964,0.297033648825386,0.331630874109991,0.345972008030752,0.367942903932169,0.385488932779498,0.395129853852691,0.411398524410974,0.424804739732447,0.438050399150775
"19",0.235039946240596,0.306166331771126,0.340536432687711,0.355318417581029,0.374434810308424,0.391956638802566,0.407160748630824,0.421780114161872,0.4345102020025,0.444015616801532
"20",0.23856698425352,0.304230084613776,0.341326495592423,0.356320321258237,0.376972839743461,0.388810681349064,0.404828897095586,0.418621215492451,0.432816318608483,0.444169875682025
"21",0.230485811775497,0.299603675613915,0.33534335414045,0.349829964515677,0.370316822724616,0.388774430680963,0.405534216990009,0.418373515208357,0.427381253856567,0.440402426189519
"22",0.231238868423717,0.299231951856782,0.335758219397573,0.349321089362868,0.370388178743619,0.388390362957746,0.404577004145655,0.417071116314574,0.43026049154638,0.442190234325193
"23",0.234716222316702,0.306130808241095,0.339883365395595,0.357683207060474,0.369285090306737,0.388714403324864,0.404028428232105,0.415746828444223,0.428800842373971,0.439689728654927
"24",0.229584806268725,0.295641399754998,0.329757502006651,0.343228211467884,0.363415033355052,0.381474091218452,0.394979911181565,0.406897692255884,0.421602243418839,0.430268696720154
"25",0.232615405746444,0.300399451094924,0.33737856521685,0.351568979755839,0.372066813283126,0.389963030216449,0.405337541207586,0.419648287787914,0.43199812218049,0.440795755126842
"26",0.234335557504555,0.305741606477717,0.339306581915803,0.352319758646227,0.371745777374398,0.387999580656211,0.404089451576732,0.41739733221443,0.428134682792692,0.440187802731249
"27",0.235669283453787,0.30221113748301,0.338619723474606,0.360068902148472,0.372909551308554,0.391506634536467,0.407560547571351,0.422134854603702,0.433257873807495,0.445182208748272
"28",0.229964760381278,0.29967738392576,0.335142125105691,0.354094552240249,0.367266866033909,0.385625682810112,0.397969562853889,0.413729360226865,0.423777988482978,0.431365301548086
"29",0.231262330809191,0.301133134474366,0.335589423189954,0.349506514526794,0.36835965535956,0.386221632862765,0.402071334124615,0.412583738591491,0.424802513908912,0.436094171438684
"30",0.236657193921863,0.306986742815891,0.342849869659249,0.356747187931159,0.378206370662441,0.39586835704321,0.410820089147268,0.422902283523295,0.436453720154486,0.446714008307554
