"","nsample=2","nsample=3","nsample=4","nsample=5","nsample=6","nsample=7","nsample=8","nsample=9"
"sim1",4.23672947810429,8.31117899427186,11.0961939235911,14.0480170638036,20.3881594029816,18.2330097153766,24.9799328348317,29.074989010073
"sim2",7.98677179395634,7.8636045227279,18.1461955020293,13.8405841623134,11.3968223541772,24.9495407933409,20.0848250688107,25.2791488735527
"sim3",3.79226981531293,9.86001765054753,3.28185817098818,14.0971001745462,15.2976053508887,22.7613008308308,21.9644781791808,27.3468538310648
"sim4",4.71113667653926,12.5444095618964,13.8853231084141,14.1006607603001,29.2682523564838,23.3353384615879,18.560377520516,28.6502545831042
"sim5",5.1104395275195,8.44159672469224,13.3011450240645,13.2719607951401,16.3480412615489,16.8965280248855,24.0911055000901,38.7357826504472
"sim6",6.0542029555763,8.98506003032366,15.313752521822,11.5569211337673,12.2061512652747,12.1173964269758,20.7511315375287,26.8354516921025
"sim7",6.1153446438209,9.9465770860117,13.3766465407295,11.9411707474502,19.9187953735994,17.787642328295,22.3999333504351,26.7077077595139
"sim8",2.00211318369005,9.22218208309511,9.76807800894,15.5986234740152,20.3802795542875,20.0031103279646,19.0443780739231,30.07573494887
"sim9",7.22638489137661,7.91798773605012,14.0452651653709,20.1267155438425,18.6963596367143,14.3748676777382,13.1801348653544,32.4045716213862
"sim10",7.61150753071652,6.80117190589042,11.569269970853,14.1735045948102,23.6455558858706,15.0276692438847,21.5225495722825,28.0451079045665
"sim11",8.93868379672173,6.81933793039568,11.3595343448083,19.3834939109846,11.9505352236811,13.8333311177424,27.3816164102151,28.520879935632
"sim12",9.15881945534184,7.43152428215371,8.93019944300882,13.2600857993832,16.1389791762597,25.0255517412259,22.9836080004587,32.5967748618377
"sim13",7.58272401955954,11.1831668471798,7.22585215684716,12.497433855948,25.4691900080823,21.0702447209,28.4442571969259,21.2096890753648
"sim14",5.84120376680461,7.06603505713834,9.04837303246367,13.2140029210681,17.2994694936048,20.9412172847232,29.1135232397886,28.7268728872379
"sim15",6.49550709281301,11.4416009094484,7.26746403337007,14.6796604532417,15.4934986065164,18.0997708090867,16.7688861800241,23.5837017005409
"sim16",10.6064445657475,14.4779704899493,12.5947389347204,10.576711299126,13.2565649048064,19.082349186167,25.4448146380872,30.5538290588062
"sim17",10.7845743635678,8.10894001847744,9.3465146182663,10.6995155974362,22.7925513050478,19.0036823150324,27.4335186457164,25.7879060993707
"sim18",3.90696491150064,4.44521633240627,16.3851648628947,9.36771739787331,14.1578202260312,22.143655444458,33.0532968688904,24.602830068476
"sim19",9.21265303444161,10.2578628283806,8.07091351182481,17.976751246445,25.5098065642496,16.0494698717611,23.5106560834335,31.017268433017
"sim20",4.74532747961272,13.0870638475573,12.3166366503601,13.0479816671329,19.4800454333603,21.362409203064,23.0424748789732,27.3282935432724
"sim21",5.67617462753921,8.40092273083946,8.83022874469009,15.5077843242365,20.7348653290623,20.1751123360409,29.6316201446147,27.7404270222012
"sim22",6.36034165096544,11.4526785262548,8.80034912170074,15.4616212274311,19.9774657545122,18.9866753434013,27.9408017952911,27.5526688596358
"sim23",3.39155720931359,8.41955397656874,8.10512756908452,15.7087601498494,18.8038908364897,23.9389496908028,20.4213991739379,24.3777092143589
"sim24",2.43871729146115,8.07745285323029,5.67695059152331,12.4294909707853,18.4055856888776,18.2671232201497,24.7300852415789,19.1545996703175
"sim25",8.08464478364773,7.40929768054703,12.6040835832797,13.5743299562481,20.0285988319989,33.720671220548,24.1114295650586,28.3388004662513
"sim26",5.53519461356157,6.03022602704978,10.3058752787805,12.8045345377749,19.7758746946782,15.5692020734473,24.2538847632735,26.4888568644186
"sim27",5.41862509857978,7.97057082042203,16.3058200202756,11.1429354175652,17.1473026716773,27.4657326781969,23.4046403372547,25.4105447183314
"sim28",3.07932754515691,7.81769422246152,19.2017984465133,15.7800115902839,15.946528906381,19.7961161100449,20.7672197283965,28.1811414337994
"sim29",9.536603767121,4.23589935869518,15.6154478606901,15.9047623185019,20.1989940605403,16.0873970704365,26.389822226789,21.2496490375457
"sim30",10.3864713637622,4.74824987262488,8.07617878251238,19.0762149125825,16.7886703182662,16.8675834808057,24.3846511521119,29.399905819259
"sim31",4.07560686963166,7.69477395378503,15.475439518722,12.9416999825765,23.148789029822,17.8277571434531,17.2190000123123,18.9896225126932
"sim32",4.99376653121507,10.1001627071979,15.0540786362723,19.6518631779832,13.5461918096898,19.2563704853824,25.5823878149473,24.6365776411248
"sim33",5.06043116687228,11.2364121321756,6.52283018692702,9.11262856222424,14.8351435611252,22.0859527118536,18.4672028531571,24.1829005971463
"sim34",4.53869383057156,4.96332252248748,9.53445400931689,12.4192031968376,15.7727403448748,21.8483151046992,21.9790609042273,26.1337530686917
"sim35",3.56320695451087,11.7564857464475,10.7490949737564,18.3039909086902,12.4976593670842,16.6754744242005,22.4835486319401,30.2638298985163
"sim36",6.02550714972222,12.8377829289869,14.3867134201617,13.8211354265026,19.3024776238751,25.9522444932485,30.6999969669842,27.3858131192615
"sim37",5.19989252307175,16.2574920671613,8.1460807283205,13.1767088998671,19.4684588510169,22.8922663107837,20.2788932340415,25.4428661194901
"sim38",9.58979125641164,9.98167276195194,14.1353789080929,12.4516226727932,18.8545543783487,17.1025423922898,24.8719477954577,27.1890751403339
"sim39",4.54969535168472,8.12370528941079,18.7136152790997,16.7810990618538,17.6833505436924,22.3391665796789,21.0829110211902,28.3076063601298
