"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.89091284082079,0.910387248500041,0.894024335785646,0.764345838659398,0.875598696053894,0.86012436284386,0.824341294997234
"2",0.890741130863229,0.813795409269683,0.871612387357897,0.970356811138511,0.760947365777866,0.87539577738312,0.695180094649009
"3",0.890741130863229,0.917267624937531,0.880503250190444,0.887250490087061,0.900748231826551,0.760772212473985,0.58682796509631
"4",0.89154028798336,0.893227281016819,0.889559840782892,0.906580420279271,0.793780990532393,0.823096450655586,0.859679955786641
"5",0.886083536257617,0.930222672046081,0.856820069645547,0.882794040457163,0.876022411789234,0.939386419642968,0.876145687999557
"6",0.885704227855783,0.885720072775499,0.834371256354733,0.914139129835611,0.909828155647605,0.87527308964743,0.860557858469528
"7",0.904388738270686,0.898809061293721,0.906580420279271,0.750682982695346,0.875705371282338,0.804111310852624,0.921154263963573
"8",0.886830641368765,0.843740767938656,0.776208828034717,0.882171073111024,0.888857770924268,0.852795679324176,0.879680895505919
"9",0.867165739979884,0.873442702941542,0.891288110483989,0.890544763957726,0.823139311039862,0.928811671469485,0.872762982138817
"10",0.875880068388793,0.879309690559033,0.908187701116478,0.86700473928135,0.865414015130971,0.833046108213978,0.740084259129899
"11",0.885704227855783,0.860644940272551,0.872762982138817,0.91431373634421,0.764165309454376,0.901812818032817,0.804780324363424
"12",0.876125220000634,0.877387991600777,0.875598696053894,0.767963505099704,0.939400151159635,0.961276887317457,0.979932930453785
"13",0.900414238830991,0.888428224342895,0.921708177621471,0.783987344524746,0.820091061105429,0.923181294910057,0.751088777500734
"14",0.879978570141968,0.906580420279271,0.867731503352712,0.840695858909013,0.826315129243304,0.921142748225027,0.852856161313792
"15",0.897034109237589,0.896643033818566,0.866326731459581,0.786831516805525,0.702047404986479,0.615856251456196,0.901713022142756
"16",0.896952627717784,0.887573987895027,0.874851590942746,0.886830641368765,0.776452905593839,0.803317521013259,0.867874826573387
"17",0.886083536257617,0.886830641368765,0.886083536257617,0.85943652296002,0.963535688641209,0.785218852156829,0.81285635505503
"18",0.873396020586507,0.879419493871299,0.879887884322779,0.815296564199419,0.814331452754372,0.904893427245812,0.858278226436368
"19",0.916869532783629,0.80787253392426,0.840451272138201,0.847269747734118,0.860938614073437,0.883862993389889,0.894771440896793
"20",0.874098090445131,0.902866297690309,0.889797658846579,0.801353750218897,0.808386492578309,0.766827440119511,0.869397267153765
"21",0.868359117579061,0.885704227855783,0.785656922958417,0.776012117118246,0.703182323175537,0.860711306954764,0.872366933513047
"22",0.917428625636065,0.917267624937531,0.891634352375438,0.842652693444968,0.853641321883135,0.717705426568701,0.696317798228369
"23",0.870668468274891,0.894455253452191,0.854210692871335,0.921290720659753,0.856936020610605,0.923181294910057,0.776163824161134
"24",0.872351088593331,0.856936020610605,0.888626228909883,0.841072530444047,0.912385799932196,0.869698033070397,0.85360326642494
"25",0.868359117579061,0.886830641368765,0.876065211182292,0.913767378093443,0.863894622576307,0.867530187905872,0.746261747330337
"26",0.880485235014422,0.773790552261358,0.826302782983577,0.891288110483989,0.758264848718774,0.860884849124363,0.835978537191939
"27",0.894626963409752,0.885704227855783,0.908187701116478,0.89962468777878,0.870898646320914,0.769044325871319,0.729582013113083
"28",0.871088316993188,0.841362338480424,0.899155303185171,0.892522513414575,0.813722837660413,0.938339728069097,0.635875988463794
"29",0.908187701116478,0.920227406316736,0.855204863678521,0.860530012318213,0.801238000224091,0.88203888997316,0.855038563460261
"30",0.891915724710337,0.895629847299299,0.912414378055544,0.912444597674958,0.841515749700864,0.872364446095428,0.773815161562969
"31",0.848602312781025,0.917428625636065,0.830941634184493,0.79354525096473,0.826378974015969,0.835429575182412,0.79728717213474
"32",0.876065211182292,0.89509493870476,0.823382739820457,0.893213411648326,0.901099242470232,0.738867582159565,0.820525278299488
"33",0.906580420279271,0.894024335785646,0.842652693444968,0.867608745165268,0.726080923138538,0.768681546608289,0.848036829504889
"34",0.908187701116478,0.89962468777878,0.855843075010236,0.835578709189818,0.904075486373613,0.851739238342494,0.931793708908983
"35",0.793832799409165,0.863783874538264,0.838328600596313,0.84854617563754,0.927621847593997,0.913208285241006,0.839692659780901
"36",0.885704227855783,0.894024335785646,0.891313696800631,0.869255479499996,0.873442702941542,0.760890910391486,0.820901501301593
"37",0.899436675520069,0.859710255277255,0.815367952054312,0.845946967315633,0.818012635556711,0.850446675330742,0.841025224827808
"38",0.917267624937531,0.868359117579061,0.850446675330742,0.878562585447885,0.832165087951327,0.903190706551442,0.833875988495448
"39",0.900414238830991,0.807998055694911,0.849173789863888,0.856935299042213,0.852944049596335,0.857980952603781,0.843663108985238
"40",0.866767015168869,0.891805442904305,0.888852685680935,0.807358053984369,0.904075486373613,0.897852222501869,0.796427350573546
"41",0.897034109237589,0.891591491991163,0.85364652481015,0.886397750050091,0.84657899402356,0.829318151071192,0.848629484374725
"42",0.910387248500041,0.910387248500041,0.807012435332265,0.882056781704744,0.857041479221125,0.863938917431629,0.897264133156496
"43",0.878562585447885,0.880916971396239,0.840466478189859,0.847269747734118,0.876688668986322,0.893872018504789,0.871088316993188
"44",0.890182038010793,0.830353984448288,0.901812818032817,0.890582522704334,0.81156860911233,0.898681930391258,0.805337783252617
"45",0.883599488455331,0.891634352375438,0.823096450655586,0.910387248500041,0.913335641711625,0.864228109873892,0.698694294054607
"46",0.880487424814867,0.893872018504789,0.879887884322779,0.808497494978098,0.891250996932079,0.730541183351664,0.747289110055427
"47",0.906580420279271,0.892939970376293,0.842652693444968,0.807335202721262,0.858964305102963,0.787331126241473,0.957562764728496
"48",0.902866297690309,0.903706887230806,0.894024335785646,0.910477882292988,0.838608789176835,0.863894622576307,0.85543334015865
"49",0.894455253452191,0.915660344100325,0.852407033598774,0.879309690559033,0.796576113215209,0.903190706551442,0.790609236922459
"50",0.879309690559033,0.890741130863229,0.894024335785646,0.871327685103497,0.893645027383811,0.822885981797468,0.739240804865424
"51",0.881741799442307,0.892103736969048,0.842372971096457,0.855749659746307,0.908187701116478,0.84854617563754,0.917267624937531
"52",0.889513158427857,0.900666750306745,0.853666387382172,0.908102860859648,0.840022545734239,0.894455253452191,0.835411371947276
"53",0.891915724710337,0.890741130863229,0.921142748225027,0.824107121144035,0.814368635183327,0.777264275967565,0.928169855831152
"54",0.904473578527516,0.872366933513047,0.872351088593331,0.909828155647605,0.707716189932341,0.815775714872892,0.836580299428848
"55",0.880291888121359,0.816347193287735,0.890182038010793,0.884701468343328,0.869685026081368,0.972061673036291,0.939386419642968
