"","nsample2","nsample3","nsample4","nsample5","nsample6","nsample7","nsample8","nsample9","nsample10"
"1",0.64,0.77,0.885,0.9,0.935,0.955,0.915,NA,NA
"2",0.615,0.755,0.79,0.83,0.88,0.87,0.885,NA,NA
"3",0.54,0.805,0.76,0.84,0.87,0.905,0.905,NA,NA
"4",0.625,0.775,0.745,0.965,0.895,0.89,0.91,NA,NA
"5",0.625,0.78,0.84,0.645,0.93,0.94,0.92,NA,NA
"6",0.61,0.485,0.88,0.815,0.84,0.96,0.88,NA,NA
"7",0.85,0.485,0.845,0.75,0.88,0.825,0.875,NA,NA
"8",0.47,0.81,0.73,0.84,0.675,0.93,0.905,NA,NA
"9",0.715,0.78,0.87,0.845,0.895,0.86,0.86,NA,NA
"10",0.66,0.825,0.895,0.805,0.86,0.895,0.87,NA,NA
"11",0.835,0.87,0.565,0.925,0.83,0.95,0.87,NA,NA
"12",0.62,0.855,0.92,0.895,0.905,0.955,0.95,NA,NA
"13",0.495,0.775,0.855,0.915,0.85,0.925,0.93,NA,NA
"14",0.685,0.845,0.835,0.835,0.89,0.95,0.93,NA,NA
"15",0.575,0.635,0.88,0.585,0.84,0.88,0.925,NA,NA
"16",0.635,0.695,0.745,0.585,0.91,0.94,0.95,NA,NA
"17",0.72,0.575,0.865,0.845,0.91,0.905,0.905,NA,NA
"18",0.585,0.925,0.87,0.825,0.92,0.915,0.92,NA,NA
"19",0.585,0.785,0.915,0.905,0.945,0.925,0.85,NA,NA
"20",0.605,0.79,0.775,0.89,0.91,0.875,0.915,NA,NA
"21",0.915,0.88,0.825,0.935,0.885,0.9,0.92,NA,NA
"22",0.63,0.905,0.785,0.86,0.965,0.89,0.925,NA,NA
"23",0.53,0.52,0.955,0.92,0.885,0.905,0.87,NA,NA
"24",0.665,0.54,0.66,0.73,0.935,0.915,0.885,NA,NA
"25",0.67,0.53,0.77,0.905,0.85,0.88,0.905,NA,NA
"26",0.6,0.625,0.92,0.86,0.895,0.9,0.97,NA,NA
"27",0.79,0.735,0.68,0.89,0.885,0.905,0.965,NA,NA
"28",0.85,0.91,0.84,0.97,0.88,0.96,0.94,NA,NA
"29",0.57,0.575,0.915,0.935,0.83,0.92,0.885,NA,NA
"30",0.565,0.925,0.87,0.82,0.905,0.78,0.92,NA,NA
"31",0.945,0.79,0.905,0.82,0.88,0.9,0.83,NA,NA
"32",0.845,0.68,0.92,0.97,0.935,0.97,0.88,NA,NA
"33",0.57,0.72,0.895,0.89,0.8,0.84,0.89,NA,NA
"34",0.585,0.825,0.86,0.805,0.91,0.97,0.85,NA,NA
"35",0.725,0.93,0.86,0.89,0.955,0.89,0.885,NA,NA
"36",0.595,0.88,0.835,0.875,0.895,0.91,0.9,NA,NA
"37",0.59,0.67,0.89,0.78,0.855,0.865,0.875,NA,NA
"38",0.57,0.92,0.835,0.87,0.93,0.855,0.9,NA,NA
"39",0.665,0.645,0.91,0.895,0.93,0.865,0.95,NA,NA
"40",0.67,0.715,0.96,0.86,0.935,0.865,0.88,NA,NA
"41",0.725,0.795,0.865,0.915,0.915,0.975,0.86,NA,NA
"42",0.805,0.725,0.805,0.9,0.835,0.93,0.9,NA,NA
"43",0.895,0.895,0.915,0.815,0.91,0.765,0.875,NA,NA
"44",0.515,0.545,0.54,0.89,0.955,0.94,0.92,NA,NA
"45",0.61,0.72,0.64,0.71,0.885,0.915,0.94,NA,NA
"46",0.525,0.76,0.66,0.87,0.845,0.89,0.915,NA,NA
"47",0.585,0.57,0.685,0.97,0.735,0.84,0.885,NA,NA
"48",0.635,0.87,0.855,0.915,0.925,0.98,0.83,NA,NA
"49",0.76,0.855,0.895,0.905,0.895,0.85,0.925,NA,NA
"50",0.66,0.765,0.85,0.885,0.905,0.945,0.94,NA,NA
"51",0.655,0.78,0.56,0.85,0.885,0.87,0.845,NA,NA
"52",0.655,0.79,0.72,0.805,0.86,0.935,0.895,NA,NA
"53",0.565,0.905,0.835,0.84,0.875,0.83,0.925,NA,NA
"54",0.515,0.63,0.87,0.935,0.91,0.905,0.93,NA,NA
"55",0.55,0.79,0.925,0.84,0.895,0.885,0.85,NA,NA
"56",0.735,0.705,0.735,0.94,0.91,0.94,0.885,NA,NA
"57",0.755,0.67,0.84,0.86,0.895,0.86,0.905,NA,NA
"58",0.65,0.8,0.885,0.855,0.87,0.81,0.96,NA,NA
"59",0.58,0.595,0.7,0.87,0.93,0.805,0.905,NA,NA
"60",0.88,0.81,0.81,0.905,0.895,0.895,0.915,NA,NA
"61",0.61,0.54,0.8,0.82,0.93,0.83,0.925,NA,NA
"62",0.9,0.795,0.81,0.88,0.935,0.94,0.935,NA,NA
"63",0.655,0.82,0.505,0.835,0.78,0.93,0.9,NA,NA
"64",0.65,0.85,0.905,0.88,0.755,0.92,0.91,NA,NA
"65",0.745,0.93,0.865,0.87,0.865,0.85,0.885,NA,NA
"66",0.58,0.805,0.925,0.885,0.9,0.935,0.935,NA,NA
"67",0.67,0.765,0.775,0.845,0.87,0.885,0.95,NA,NA
"68",0.51,0.645,0.845,0.855,0.88,0.915,0.825,NA,NA
"69",0.55,0.765,0.82,0.95,0.88,0.89,0.945,NA,NA
"70",0.63,0.89,0.795,0.955,0.92,0.86,0.865,NA,NA
"71",0.51,0.665,0.93,0.94,0.85,0.875,0.975,NA,NA
"72",0.93,0.875,0.85,0.945,0.885,0.96,0.93,NA,NA
"73",0.62,0.765,0.945,0.795,0.855,0.875,0.935,NA,NA
"74",0.625,0.785,0.855,0.935,0.96,0.875,0.925,NA,NA
"75",0.605,0.61,0.885,0.945,0.945,0.88,0.915,NA,NA
"76",0.815,0.61,0.85,0.915,0.94,0.835,0.85,NA,NA
"77",0.69,0.555,0.81,0.915,0.815,0.86,0.84,NA,NA
"78",0.635,0.675,0.88,0.905,0.875,0.905,0.935,NA,NA
"79",0.845,0.895,0.775,0.935,0.895,0.935,0.965,NA,NA
"80",0.775,0.675,0.835,0.905,0.865,0.94,0.905,NA,NA
"81",0.745,0.895,0.83,0.88,0.84,0.89,0.88,NA,NA
"82",0.83,0.89,0.82,0.89,0.925,0.92,0.945,NA,NA
"83",0.67,0.885,0.86,0.93,0.87,0.89,0.92,NA,NA
"84",0.775,0.73,0.78,0.775,0.865,0.885,0.845,NA,NA
"85",0.635,0.55,0.865,0.9,0.935,0.765,0.97,NA,NA
"86",0.59,0.85,0.7,0.89,0.87,0.85,0.87,NA,NA
"87",0.56,0.9,0.845,0.815,0.955,0.78,0.895,NA,NA
"88",0.65,0.715,0.915,0.87,0.89,0.835,0.885,NA,NA
"89",0.73,0.855,0.575,0.95,0.915,0.945,0.86,NA,NA
"90",0.615,0.865,0.87,0.945,0.93,0.91,0.965,NA,NA
"91",0.815,0.71,0.88,0.83,0.95,0.855,0.965,NA,NA
"92",0.65,0.845,0.81,0.89,0.89,0.905,0.925,NA,NA
"93",0.58,0.895,0.82,0.925,0.895,0.84,0.92,NA,NA
"94",0.765,0.68,0.905,0.85,0.965,0.845,0.91,NA,NA
"95",0.88,0.595,0.82,0.835,0.96,0.93,0.945,NA,NA
"96",0.705,0.88,0.88,0.82,0.89,0.95,0.87,NA,NA
"97",0.7,0.81,0.995,0.89,0.9,0.91,0.9,NA,NA
