"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.78,0.755,0.7575,0.635,0.815,0.785,0.66
"2",0.75,0.7275,0.765,0.7625,0.73,0.74,0.7225
"3",0.725,0.8025,0.775,0.765,0.8075,0.785,0.58
"4",0.7125,0.765,0.7975,0.8225,0.675,0.805,0.7725
"5",0.76,0.7275,0.655,0.755,0.61,0.8175,0.7825
"6",0.75,0.785,0.77,0.7825,0.7325,0.6225,0.82
"7",0.7325,0.7575,0.79,0.78,0.74,0.7425,0.875
"8",0.72,0.785,0.6925,0.79,0.795,0.805,0.695
"9",0.7475,0.7125,0.69,0.705,0.685,0.79,0.82
"10",0.7475,0.79,0.745,0.7525,0.8125,0.765,0.8
"11",0.7225,0.7575,0.735,0.805,0.6625,0.775,0.7625
"12",0.69,0.7525,0.7475,0.675,0.865,0.7875,0.825
"13",0.825,0.77,0.77,0.58,0.76,0.83,0.75
"14",0.7325,0.73,0.705,0.73,0.7775,0.815,0.77
"15",0.775,0.6975,0.71,0.68,0.6525,0.76,0.825
"16",0.77,0.6625,0.635,0.735,0.755,0.68,0.715
"17",0.725,0.66,0.615,0.795,0.78,0.77,0.76
"18",0.7725,0.78,0.675,0.7175,0.78,0.785,0.665
"19",0.775,0.75,0.735,0.7875,0.7,0.75,0.795
"20",0.73,0.74,0.765,0.705,0.675,0.8,0.805
"21",0.7425,0.725,0.605,0.77,0.66,0.635,0.765
"22",0.785,0.73,0.745,0.775,0.645,0.835,0.665
"23",0.765,0.66,0.735,0.7375,0.7175,0.7925,0.73
"24",0.6975,0.735,0.7475,0.795,0.7775,0.65,0.84
"25",0.73,0.75,0.81,0.775,0.775,0.7675,0.675
"26",0.76,0.63,0.68,0.7975,0.7575,0.6875,0.84
"27",0.72,0.695,0.785,0.8,0.7875,0.575,0.54
"28",0.76,0.6225,0.805,0.7575,0.68,0.8,0.915
"29",0.7075,0.835,0.75,0.735,0.715,0.845,0.81
"30",0.73,0.7075,0.735,0.76,0.73,0.695,0.8025
"31",0.745,0.82,0.66,0.78,0.79,0.735,0.685
"32",0.745,0.6725,0.615,0.675,0.815,0.6975,0.7675
"33",0.76,0.7725,0.78,0.675,0.6375,0.655,0.755
"34",0.7575,0.86,0.6875,0.7525,0.7775,0.7225,0.82
"35",0.71,0.6675,0.655,0.77,0.71,0.695,0.69
"36",0.705,0.78,0.7075,0.75,0.7775,0.785,0.7125
"37",0.74,0.7925,0.6,0.605,0.82,0.6825,0.725
"38",0.755,0.7575,0.7275,0.795,0.7175,0.79,0.82
"39",0.72,0.695,0.71,0.8,0.785,0.755,0.7525
"40",0.7025,0.68,0.8125,0.825,0.7725,0.74,0.685
"41",0.745,0.7225,0.62,0.795,0.77,0.92,0.725
"42",0.745,0.73,0.69,0.825,0.7675,0.6875,0.715
"43",0.745,0.77,0.785,0.69,0.79,0.83,0.735
"44",0.8,0.735,0.8,0.775,0.78,0.78,0.725
"45",0.725,0.76,0.875,0.825,0.845,0.71,0.6475
"46",0.685,0.7625,0.7825,0.7325,0.8275,0.73,0.7
"47",0.78,0.75,0.79,0.765,0.77,0.67,0.845
"48",0.765,0.745,0.67,0.78,0.7075,0.7125,0.73
"49",0.735,0.735,0.68,0.74,0.8025,0.765,0.655
"50",0.7325,0.6325,0.785,0.7825,0.76,0.8,0.68
"51",0.63,0.7125,0.74,0.745,0.76,0.6275,0.8375
"52",0.715,0.745,0.77,0.705,0.8475,0.79,0.6625
"53",0.705,0.69,0.81,0.6575,0.6675,0.8125,0.825
"54",0.7425,0.745,0.6725,0.83,0.795,0.755,0.685
"55",0.78,0.76,0.6975,0.71,0.7175,0.865,0.885
"56",0.73,0.6925,0.7775,0.795,0.77,0.68,0.7575
"57",0.7,0.68,0.655,0.7425,0.82,0.76,0.8
"58",0.705,0.745,0.75,0.7525,0.7,0.65,0.745
"59",0.7525,0.72,0.7275,0.765,0.755,0.7075,0.7675
"60",0.78,0.7075,0.6675,0.805,0.7625,0.745,0.665
"61",0.75,0.755,0.6875,0.775,0.785,0.685,0.755
"62",0.74,0.575,0.7625,0.795,0.735,0.725,0.78
"63",0.695,0.755,0.715,0.765,0.8525,0.555,0.65
"64",0.77,0.74,0.72,0.73,0.7725,0.695,0.67
"65",0.7225,0.72,0.785,0.79,0.75,0.7075,0.71
"66",0.8325,0.7225,0.7325,0.685,0.6575,0.835,0.79
"67",0.74,0.76,0.8125,0.74,0.765,0.7475,0.865
"68",0.73,0.8,0.75,0.7575,0.7375,0.835,0.8375
"69",0.77,0.735,0.72,0.795,0.76,0.81,0.7825
"70",0.7475,0.77,0.7225,0.7775,0.785,0.825,0.7075
"71",0.775,0.7975,0.785,0.77,0.7225,0.655,0.76
"72",0.6875,0.765,0.765,0.7075,0.785,0.8,0.72
"73",0.7475,0.785,0.85,0.75,0.755,0.745,0.7225
"74",0.655,0.62,0.75,0.605,0.83,0.6375,0.68
"75",0.75,0.79,0.745,0.775,0.935,0.735,0.685
"76",0.78,0.705,0.64,0.755,0.7225,0.84,0.625
"77",0.7875,0.81,0.765,0.745,0.595,0.7975,0.7375
"78",0.745,0.75,0.7875,0.775,0.755,0.7925,0.515
"79",0.75,0.785,0.78,0.775,0.765,0.7375,0.785
"80",0.775,0.715,0.77,0.84,0.695,0.725,0.7625
"81",0.7625,0.745,0.765,0.62,0.865,0.625,0.775
"82",0.7125,0.7,0.76,0.765,0.755,0.765,0.77
"83",0.765,0.77,0.755,0.785,0.7175,0.68,0.885
"84",0.74,0.74,0.695,0.8525,0.665,0.6625,0.675
"85",0.665,0.775,0.7475,0.81,0.79,0.675,0.92
"86",0.7125,0.7325,0.75,0.76,0.67,0.86,0.6975
"87",0.77,0.775,0.76,0.68,0.7875,0.88,0.72
"88",0.69,0.7,0.7875,0.7475,0.74,0.62,0.76
"89",0.7525,0.7,0.785,0.6875,0.7275,0.68,0.8
"90",0.7475,0.75,0.8225,0.74,0.78,0.78,0.67
"91",0.795,0.775,0.75,0.875,0.715,0.795,0.7625
"92",0.745,0.7325,0.725,0.65,0.6725,0.67,0.725
"93",0.695,0.6975,0.7675,0.8,0.79,0.7575,0.7375
"94",0.725,0.7775,0.7075,0.8175,0.755,0.715,0.725
