"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.825,0.875,0.57,0.885,0.79,0.625,0.74
"2",0.475,0.785,0.94,0.86,0.615,0.695,0.77
"3",0.84,0.83,0.5,0.63,0.715,0.61,0.565
"4",0.75,0.86,0.895,0.845,0.695,0.885,0.715
"5",0.855,0.87,0.865,0.635,0.615,0.47,0.815
"6",0.825,0.885,0.66,0.745,0.74,0.7,0.975
"7",0.99,0.535,0.74,0.775,0.62,0.67,0.68
"8",0.91,0.83,0.65,0.725,0.815,0.705,0.67
"9",0.755,0.79,0.63,0.75,0.705,0.87,1
"10",0.825,0.995,1,0.7,0.62,0.535,0.9
"11",0.805,0.56,0.84,0.535,0.575,0.65,0.955
"12",0.895,0.82,0.84,1,0.78,0.715,0.58
"13",0.98,0.61,0.645,0.815,0.92,1,0.9
"14",0.87,0.49,0.84,0.995,0.825,0.76,0.725
"15",0.76,0.595,0.82,0.9,0.56,0.77,0.885
"16",0.805,0.72,0.875,0.555,0.815,0.985,0.9
"17",0.88,0.8,0.745,0.785,0.6,0.65,0.75
"18",0.725,0.565,0.91,0.83,0.755,0.98,0.88
"19",0.605,0.49,0.85,0.875,0.745,0.895,0.77
"20",0.535,0.37,0.795,0.675,0.755,0.62,0.725
"21",0.785,0.61,0.525,1,0.895,0.985,1
"22",0.87,1,0.665,0.635,0.815,0.58,0.565
"23",0.925,0.955,0.815,0.665,0.875,0.645,0.87
"24",1,0.905,0.645,0.545,0.585,0.75,0.565
"25",0.665,0.56,0.82,0.64,0.705,0.82,0.805
"26",0.98,0.865,0.815,0.795,0.62,0.95,0.835
"27",0.82,0.85,0.51,0.605,0.675,0.67,0.74
"28",0.905,0.955,0.82,0.85,0.45,0.57,0.765
"29",0.775,0.83,0.51,0.85,0.79,0.62,0.605
"30",0.565,0.515,0.8,0.87,0.97,0.965,0.645
"31",0.675,0.51,0.99,0.565,0.68,0.89,0.545
"32",0.985,0.9,0.52,0.82,0.7,0.65,0.605
"33",0.83,0.79,0.93,0.465,0.68,0.66,0.6
"34",0.57,0.895,0.635,0.535,0.615,0.69,0.645
"35",0.955,0.62,0.605,0.84,0.65,0.925,0.46
"36",0.64,0.925,0.6,0.8,0.83,0.67,0.915
"37",0.545,0.47,0.615,0.815,0.875,0.755,0.705
"38",0.995,1,0.92,0.875,0.545,1,0.755
"39",0.85,0.595,0.655,0.835,0.99,0.865,0.96
"40",0.745,0.76,0.83,0.65,0.805,0.58,0.805
"41",0.955,0.965,0.625,0.695,0.805,0.71,0.955
"42",1,0.89,0.82,0.68,0.775,0.515,0.51
"43",0.78,0.975,0.625,0.68,1,0.725,0.85
"44",0.88,0.83,0.895,0.69,1,0.915,0.4
"45",0.85,0.59,0.775,0.595,0.66,0.645,0.805
"46",0.85,0.665,0.82,0.83,0.805,0.865,0.62
"47",0.51,0.885,0.985,0.98,0.89,0.9,0.81
"48",0.67,0.755,0.78,0.785,0.94,0.73,0.82
"49",0.89,0.98,0.88,0.725,0.675,0.795,0.715
"50",0.735,0.81,0.735,0.67,0.61,0.735,0.58
"51",0.84,0.79,0.7,0.875,0.665,0.74,0.97
"52",0.855,0.45,0.805,0.86,0.81,0.615,0.68
"53",0.84,0.93,0.725,0.61,0.62,0.845,0.985
"54",0.71,0.81,0.755,0.605,0.575,0.81,0.68
"55",0.835,1,0.63,0.96,0.575,0.795,1
"56",0.47,0.855,0.87,0.94,0.85,0.825,0.56
"57",1,0.555,0.875,0.73,0.8,0.67,0.75
"58",0.62,0.77,0.885,0.835,0.745,0.71,0.67
"59",0.645,0.99,0.875,0.87,0.595,0.68,0.77
"60",0.815,0.59,0.735,0.71,0.93,0.99,0.745
"61",0.66,0.59,0.99,0.67,0.855,0.52,0.67
"62",0.605,0.635,0.95,0.645,0.845,0.46,0.82
"63",1,0.645,0.58,0.82,0.755,0.89,0.645
"64",0.875,0.97,0.96,0.88,0.59,0.72,0.705
"65",0.77,0.995,0.615,0.89,0.62,0.825,0.865
"66",0.84,1,0.705,0.73,0.645,0.475,0.7
"67",0.99,0.89,0.68,0.7,0.58,0.875,0.665
"68",0.835,0.64,0.86,0.585,0.83,1,0.615
"69",1,0.995,0.735,0.965,0.525,0.865,0.87
"70",0.955,0.655,0.675,0.575,0.87,0.675,0.535
"71",0.84,0.785,0.505,0.52,0.88,0.98,0.805
"72",0.77,0.55,0.445,0.655,0.4,0.97,0.815
"73",0.87,0.98,0.515,0.985,0.6,0.605,0.98
"74",0.74,0.83,0.845,0.715,0.645,0.69,0.905
"75",0.795,0.915,0.655,0.535,0.98,0.9,0.545
"76",0.935,0.635,0.6,0.705,0.62,0.615,0.825
"77",0.58,1,0.87,0.785,0.875,0.645,0.625
"78",0.84,0.795,0.65,0.825,0.695,0.715,0.995
"79",1,0.67,0.66,0.6,0.745,0.74,0.945
"80",0.86,0.83,0.53,0.5,0.67,0.99,0.675
"81",0.83,0.585,0.805,0.83,1,0.705,0.71
"82",0.95,0.845,0.66,0.995,0.515,0.795,0.695
"83",0.71,0.815,1,0.57,0.64,0.935,0.805
"84",0.865,0.69,0.625,0.665,0.885,0.56,0.6
"85",0.75,0.785,0.655,0.605,0.825,0.72,0.855
"86",0.815,0.695,0.56,0.835,0.61,0.845,0.77
"87",0.845,0.83,0.56,0.76,0.57,0.88,0.975
"88",0.84,0.675,0.86,0.83,0.66,0.64,0.84
"89",0.61,0.93,0.6,0.675,0.64,0.985,0.65
"90",0.975,0.48,0.795,0.67,0.745,0.61,0.6
"91",0.88,0.63,0.645,0.625,0.995,0.675,0.685
"92",0.905,0.81,0.505,0.615,0.535,0.76,0.84
"93",0.885,0.68,0.58,0.755,0.575,0.595,0.635
"94",0.845,1,0.82,0.695,0.985,0.76,0.635
"95",0.53,0.875,0.75,0.905,0.86,0.595,0.92
"96",0.58,0.585,0.835,0.735,0.69,0.85,0.79
"97",0.94,0.585,0.92,0.64,0.965,0.695,0.665
"98",0.71,0.605,0.665,0.85,0.54,0.67,0.585
"99",0.985,0.815,0.765,0.65,0.855,0.985,0.64
"100",0.855,0.805,0.61,0.855,0.525,0.485,0.93
