"","nsample2","nsample3","nsample4","nsample5","nsample6","nsample7","nsample8","nsample9","nsample10"
"1",0.647036581648218,0.464287719819085,0.652867662603084,0.543161157510497,0.664089722528021,0.508014222207841,0.551858119390548,0.691021613540607,0.622896501616004
"2",0.304905691355233,0.458601048149565,0.492027000914538,0.465098508720472,0.657440607123358,0.644731728663156,0.632173678700573,0.738065973207392,0.65908722130335
"3",0.604700875295503,0.691851888080766,0.614706440482315,0.566326457583067,0.673842870041555,0.570118443955324,0.782818970690143,0.663608503579487,0.653754135705532
"4",0.582858357557092,0.49087380043697,0.514303327383733,0.525898651518033,0.779962147670629,0.726607637701795,0.56387813361425,0.526645881838054,0.755737830154842
"5",0.479435060066212,0.41971140430356,0.810334723022455,0.543136633495136,0.575701505861041,0.650456198196526,0.656024823935384,0.531510162203946,0.769152347769751
"6",0.373155867921463,0.189069783783671,0.596436136243035,0.720007428758126,0.720119421285845,0.605683822035341,0.593788137398822,0.741808980293461,0.559376090309723
"7",0.434377245376382,0.407636585305614,0.389622509993051,0.48093932698839,0.673139477004845,0.484216234569636,0.52986905821315,0.701303627119786,0.797253016599348
"8",0.423609277319739,0.297751534328748,0.738266029976007,0.743918976378208,0.461152395725528,0.588087787725956,0.694478672986865,0.646529874898476,0.70194730916857
"9",0.331101847981394,0.713820228756297,0.572704927770357,0.71370940965812,0.819500418244763,0.696926310714113,0.609648078033646,0.794674134487454,0.631511212028071
"10",0.192368305885308,0.471143609933295,0.781024785146485,0.452789436221002,0.622132776111084,0.667520727062089,0.841321831999551,0.634987795816887,0.764726148274302
"11",0.516033765150719,0.641223836431872,0.416704710264644,0.613437461303921,0.431427632885941,0.675093401548424,0.54008918756731,0.739416434644193,0.684569758343095
"12",0.344057274511474,0.602555141326374,0.673409007407642,0.888149527562287,0.607235786689535,0.57447359619417,0.819336950175908,0.701820229273393,0.642337062143333
"13",0.356549492516852,0.456499199292346,0.566524159993158,0.543267593862568,0.733469358998598,0.64966887786867,0.616694568957323,0.649680505494989,0.751256996558185
"14",0.538117547854461,0.543710371408433,0.544057397824773,0.544102396591677,0.637321055800933,0.645497854295865,0.671975344435152,0.61821699628351,0.59008561704293
"15",0.297452398536727,0.428002591786031,0.56707959143445,0.493608305197601,0.537307403801287,0.701313502756076,0.688828498997971,0.651600482772927,0.718833464466807
"16",0.200930757503013,0.509548756296168,0.418842773749723,0.486322064145354,0.68715218975813,0.485169733599636,0.675587944476725,0.621851302013423,0.747000788107625
"17",0.41742188935334,0.610254795821261,0.781614003667129,0.540412556237396,0.556962348092015,0.581137080713975,0.688903695665964,0.631572106051085,0.775196773101267
"18",0.266094899926118,0.831129529097107,0.756599978942579,0.582878805448877,0.622088950922187,0.58338877231981,0.668265236972803,0.632858626156031,0.749626005612941
"19",0.381187550585817,0.469072236177323,0.591135450624978,0.804144764288215,0.701802633499917,0.662684315116445,0.766371666790668,0.672748307960382,0.581765651084945
"20",0.447123806081248,0.368651613467232,0.514965305806283,0.580786774505086,0.581997641806942,0.618261339405493,0.571225626106513,0.735774899819535,0.653099211346634
