"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.855,0.87,0.85,0.87,0.76,0.88,0.835
"2",0.85,0.855,0.83,0.78,0.87,0.81,0.88
"3",0.85,0.825,0.86,0.825,0.71,0.81,0.875
"4",0.845,0.84,0.835,0.83,0.82,0.83,0.855
"5",0.855,0.83,0.795,0.885,0.835,0.78,0.755
"6",0.855,0.84,0.85,0.845,0.855,0.82,0.825
"7",0.85,0.855,0.81,0.93,0.895,0.9,0.74
"8",0.845,0.885,0.82,0.865,0.85,0.8,0.825
"9",0.84,0.875,0.83,0.795,0.85,0.815,0.875
"10",0.87,0.825,0.825,0.88,0.855,0.87,0.85
"11",0.85,0.83,0.905,0.85,0.87,0.77,0.83
"12",0.835,0.835,0.85,0.865,0.92,0.82,0.84
"13",0.87,0.855,0.85,0.805,0.865,0.905,0.865
"14",0.84,0.88,0.865,0.875,0.855,0.885,0.775
"15",0.85,0.85,0.865,0.83,0.885,0.81,0.81
"16",0.88,0.845,0.835,0.845,0.84,0.835,0.875
"17",0.865,0.855,0.835,0.89,0.83,0.8,0.87
"18",0.875,0.875,0.84,0.89,0.815,0.855,0.83
"19",0.84,0.855,0.84,0.835,0.79,0.84,0.76
"20",0.85,0.875,0.86,0.835,0.785,0.895,0.865
"21",0.84,0.85,0.89,0.83,0.915,0.83,0.845
"22",0.845,0.85,0.845,0.855,0.8,0.89,0.775
"23",0.85,0.855,0.855,0.87,0.825,0.845,0.885
"24",0.835,0.83,0.835,0.865,0.84,0.88,0.68
"25",0.84,0.835,0.815,0.835,0.87,0.785,0.865
"26",0.84,0.83,0.87,0.825,0.78,0.76,0.765
"27",0.855,0.83,0.905,0.86,0.82,0.9,0.815
"28",0.835,0.87,0.815,0.825,0.885,0.795,0.905
"29",0.845,0.86,0.865,0.865,0.81,0.79,0.88
"30",0.87,0.835,0.83,0.84,0.875,0.87,0.85
"31",0.865,0.855,0.815,0.805,0.85,0.835,0.835
"32",0.855,0.885,0.88,0.825,0.84,0.9,0.84
"33",0.855,0.835,0.855,0.81,0.91,0.82,0.935
"34",0.87,0.885,0.87,0.78,0.87,0.815,0.835
"35",0.84,0.8,0.885,0.86,0.82,0.855,0.81
"36",0.855,0.835,0.875,0.88,0.82,0.825,0.805
"37",0.86,0.81,0.88,0.805,0.83,0.8,0.795
"38",0.84,0.805,0.805,0.875,0.795,0.81,0.805
"39",0.85,0.795,0.84,0.87,0.82,0.885,0.83
"40",0.835,0.84,0.81,0.77,0.82,0.81,0.835
"41",0.86,0.86,0.85,0.75,0.865,0.805,0.91
"42",0.87,0.845,0.81,0.87,0.84,0.895,0.795
"43",0.855,0.875,0.84,0.85,0.825,0.79,0.835
"44",0.855,0.895,0.805,0.825,0.845,0.785,0.8
"45",0.855,0.825,0.84,0.86,0.865,0.85,0.84
"46",0.845,0.835,0.905,0.85,0.82,0.88,0.82
"47",0.855,0.85,0.82,0.805,0.875,0.85,0.925
"48",0.85,0.845,0.795,0.84,0.785,0.9,0.885
"49",0.875,0.85,0.87,0.81,0.855,0.865,0.85
"50",0.86,0.825,0.86,0.85,0.82,0.785,0.76
"51",0.865,0.88,0.91,0.84,0.825,0.865,0.865
"52",0.865,0.835,0.86,0.88,0.815,0.785,0.85
