"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.935,0.91,0.925,0.89,0.905,0.935,0.915
"2",0.925,0.88,0.89,0.905,0.93,0.935,0.91
"3",0.93,0.92,0.905,0.9,0.925,0.92,0.9
"4",0.92,0.92,0.925,0.925,0.865,0.885,0.92
"5",0.905,0.93,0.9,0.935,0.925,0.945,0.92
"6",0.92,0.915,0.92,0.89,0.905,0.92,0.89
"7",0.91,0.92,0.915,0.965,0.955,0.91,0.935
"8",0.91,0.925,0.895,0.96,0.92,0.905,0.88
"9",0.925,0.92,0.905,0.925,0.895,0.935,0.94
"10",0.925,0.92,0.935,0.935,0.925,0.955,0.885
"11",0.92,0.925,0.96,0.92,0.905,0.945,0.895
"12",0.91,0.925,0.92,0.92,0.955,0.905,0.915
"13",0.945,0.905,0.95,0.88,0.915,0.945,0.925
"14",0.905,0.925,0.92,0.895,0.935,0.99,0.905
"15",0.92,0.9,0.93,0.945,0.91,0.93,0.925
"16",0.95,0.895,0.905,0.95,0.92,0.875,0.945
"17",0.935,0.935,0.925,0.92,0.945,0.865,0.9
"18",0.93,0.925,0.91,0.92,0.93,0.93,0.88
"19",0.915,0.91,0.895,0.94,0.885,0.885,0.905
"20",0.905,0.93,0.91,0.915,0.88,0.93,0.945
"21",0.905,0.925,0.93,0.905,0.935,0.9,0.87
"22",0.93,0.945,0.885,0.92,0.9,0.96,0.87
"23",0.92,0.925,0.925,0.94,0.895,0.975,0.955
"24",0.895,0.89,0.935,0.905,0.915,0.9,0.93
"25",0.915,0.92,0.89,0.95,0.945,0.925,0.925
"26",0.905,0.89,0.91,0.915,0.92,0.92,0.92
"27",0.895,0.92,0.96,0.945,0.905,0.935,0.855
"28",0.905,0.88,0.915,0.945,0.91,0.925,0.95
"29",0.915,0.885,0.91,0.9,0.87,0.93,0.96
"30",0.935,0.91,0.92,0.95,0.93,0.9,0.91
"31",0.92,0.94,0.885,0.92,0.92,0.92,0.925
"32",0.905,0.92,0.92,0.935,0.915,0.91,0.895
"33",0.92,0.915,0.935,0.93,0.9,0.905,0.96
"34",0.94,0.955,0.95,0.88,0.935,0.89,0.935
"35",0.91,0.9,0.935,0.925,0.895,0.95,0.92
"36",0.92,0.92,0.94,0.905,0.91,0.94,0.87
"37",0.925,0.915,0.89,0.905,0.9,0.915,0.88
"38",0.925,0.91,0.885,0.925,0.9,0.905,0.935
"39",0.925,0.89,0.91,0.94,0.905,0.95,0.945
"40",0.92,0.925,0.91,0.915,0.915,0.925,0.885
"41",0.915,0.915,0.89,0.925,0.925,0.89,0.95
"42",0.93,0.935,0.865,0.96,0.89,0.935,0.885
"43",0.925,0.925,0.935,0.91,0.925,0.935,0.925
"44",0.905,0.93,0.935,0.93,0.89,0.92,0.91
"45",0.9,0.895,0.885,0.945,0.91,0.9,0.915
"46",0.89,0.925,0.905,0.935,0.915,0.945,0.885
"47",0.925,0.925,0.905,0.88,0.91,0.925,0.98
"48",0.92,0.92,0.925,0.9,0.9,0.925,0.94
"49",0.915,0.935,0.885,0.92,0.93,0.945,0.92
"50",0.905,0.905,0.935,0.925,0.9,0.9,0.89
"51",0.95,0.935,0.96,0.9,0.935,0.94,0.925
"52",0.91,0.935,0.93,0.95,0.9,0.935,0.905
"53",0.935,0.94,0.94,0.905,0.88,0.94,0.945
"54",0.92,0.925,0.905,0.93,0.93,0.94,0.91
"55",0.915,0.885,0.925,0.89,0.915,0.915,0.985
"56",0.93,0.905,0.91,0.955,0.91,0.89,0.875
"57",0.92,0.945,0.9,0.9,0.94,0.89,0.92
"58",0.9,0.905,0.895,0.94,0.905,0.875,0.96
"59",0.935,0.9,0.925,0.91,0.9,0.925,0.93
"60",0.895,0.935,0.88,0.895,0.935,0.915,0.895
"61",0.915,0.89,0.89,0.955,0.955,0.895,0.94
"62",0.915,0.93,0.915,0.945,0.92,0.91,0.925
"63",0.905,0.91,0.91,0.93,0.95,0.9,0.89
"64",0.89,0.92,0.95,0.935,0.93,0.87,0.875
"65",0.93,0.915,0.905,0.92,0.875,0.9,0.865
"66",0.915,0.94,0.915,0.905,0.905,0.94,0.94
"67",0.905,0.935,0.905,0.895,0.95,0.915,0.96
"68",0.91,0.94,0.915,0.93,0.93,0.95,0.955
"69",0.91,0.91,0.9,0.905,0.945,0.925,0.925
"70",0.91,0.925,0.94,0.885,0.955,0.93,0.885
"71",0.915,0.935,0.91,0.92,0.91,0.885,0.925
"72",0.89,0.935,0.955,0.91,0.915,0.94,0.925
"73",0.905,0.91,0.935,0.89,0.895,0.87,0.88
"74",0.92,0.89,0.92,0.905,0.955,0.915,0.905
"75",0.92,0.91,0.905,0.895,0.95,0.875,0.885
"76",0.905,0.94,0.885,0.91,0.93,0.95,0.91
"77",0.91,0.925,0.905,0.93,0.885,0.91,0.895
"78",0.92,0.91,0.94,0.925,0.935,0.93,0.865
"79",0.92,0.925,0.915,0.92,0.9,0.92,0.895
"80",0.94,0.915,0.93,0.95,0.905,0.895,0.91
"81",0.945,0.915,0.93,0.895,0.98,0.91,0.945
"82",0.92,0.905,0.91,0.935,0.88,0.945,0.9
"83",0.91,0.915,0.925,0.905,0.925,0.905,0.915
"84",0.91,0.895,0.95,0.915,0.925,0.915,0.935
"85",0.895,0.92,0.915,0.925,0.945,0.96,0.945
"86",0.92,0.94,0.92,0.905,0.895,0.92,0.91
"87",0.92,0.945,0.92,0.94,0.93,0.955,0.92
"88",0.92,0.93,0.925,0.945,0.905,0.91,0.955
"89",0.915,0.88,0.95,0.905,0.93,0.905,0.97
"90",0.92,0.93,0.975,0.935,0.935,0.93,0.88
"91",0.92,0.915,0.935,0.895,0.875,0.945,0.91
"92",0.93,0.89,0.895,0.905,0.91,0.945,0.875
"93",0.91,0.895,0.9,0.905,0.945,0.895,0.935
"94",0.92,0.955,0.91,0.895,0.885,0.945,0.895
"95",0.895,0.88,0.915,0.885,0.935,0.92,0.84
"96",0.89,0.895,0.945,0.925,0.915,0.885,0.925
"97",0.93,0.925,0.9,0.91,0.915,0.94,0.885
"98",0.93,0.945,0.92,0.91,0.945,0.91,0.915
"99",0.935,0.93,0.955,0.89,0.94,0.94,0.93
"100",0.89,0.945,0.905,0.905,0.91,0.88,0.86
