"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.19,0.325,0.29,0.585,0.185,0.44,0.585
"2",0.455,0.53,0.355,0.465,0.16,0.525,0.53
"3",0.38,0.605,0.45,0.645,0.595,0.27,0.38
"4",0.46,0.41,0.505,0.345,0.72,0.18,0.68
"5",0.345,0.325,0.35,0.485,0.375,0.38,0.29
"6",0.465,0.42,0.4525,0.18,0.72,0.42,0.525
"7",0.47,0.4,0.4,0.44,0.395,0.33,0.12
"8",0.56,0.415,0.62,0.4725,0.575,0.49,0.315
"9",0.665,0.49,0.39,0.51,0.225,0.365,0.325
"10",0.695,0.585,0.415,0.465,0.47,0.65,0.395
"11",0.275,0.58,0.585,0.59,0.375,0.72,0.625
"12",0.35,0.38,0.49,0.62,0.3175,0.495,0.405
"13",0.565,0.3,0.51,0.405,0.535,0.42,0.13
"14",0.435,0.42,0.66,0.655,0.22,0.53,0.675
"15",0.505,0.34,0.535,0.54,0.365,0.4,0.365
"16",0.5,0.425,0.785,0.45,0.37,0.375,0.3875
"17",0.62,0.185,0.43,0.505,0.605,0.75,0.385
"18",0.58,0.645,0.515,0.535,0.145,0.295,0.0825
"19",0.44,0.575,0.62,0.59,0.45,0.395,0.58
"20",0.4475,0.555,0.56,0.73,0.33,0.23,0.5175
"21",0.645,0.545,0.3875,0.365,0.37,0.49,0.61
"22",0.665,0.465,0.29,0.72,0.4,0.565,0.375
"23",0.555,0.315,0.61,0.64,0.355,0.595,0.425
"24",0.67,0.44,0.445,0.52,0.405,0.695,0.39
"25",0.355,0.525,0.38,0.4,0.225,0.705,0.37
"26",0.3775,0.525,0.385,0.235,0.4,0.44,0.395
"27",0.3,0.64,0.565,0.41,0.715,0.08,0.15
"28",0.395,0.41,0.785,0.775,0.695,0.455,0.245
"29",0.19,0.38,0.245,0.435,0.5625,0.46,0.265
"30",0.455,0.425,0.27,0.4,0.4,0.53,0.52
"31",0.42,0.365,0.605,0.68,0.58,0.15,0.54
"32",0.5,0.37,0.535,0.385,0.315,0.4,0.155
"33",0.645,0.31,0.295,0.165,0.665,0.695,0.42
"34",0.49,0.58,0.62,0.68,0.425,0.48,0.75
"35",0.41,0.52,0.37,0.5,0.41,0.605,0.28
"36",0.515,0.365,0.56,0.755,0.465,0.45,0.65
"37",0.77,0.27,0.51,0.435,0.37,0.505,0.31
"38",0.65,0.62,0.255,0.59,0.575,0.49,0.49
