"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.585,0.68,0.615,0.75,0.56,0.785,0.775
"2",0.68,0.775,0.59,0.7,0.555,0.635,0.62
"3",0.7,0.635,0.57,0.745,0.595,0.5,0.68
"4",0.68,0.565,0.705,0.64,0.695,0.485,0.905
"5",0.66,0.68,0.69,0.715,0.615,0.745,0.51
"6",0.72,0.55,0.675,0.58,0.695,0.695,0.57
"7",0.68,0.64,0.655,0.675,0.68,0.675,0.605
"8",0.71,0.72,0.675,0.62,0.555,0.675,0.57
"9",0.775,0.745,0.66,0.585,0.55,0.725,0.51
"10",0.62,0.53,0.65,0.725,0.75,0.76,0.545
"11",0.6,0.62,0.69,0.59,0.655,0.7,0.81
"12",0.635,0.695,0.675,0.8,0.61,0.71,0.6
"13",0.65,0.61,0.655,0.665,0.74,0.58,0.575
"14",0.68,0.73,0.78,0.645,0.62,0.735,0.555
"15",0.695,0.6,0.685,0.7,0.765,0.715,0.6
"16",0.67,0.7,0.65,0.655,0.655,0.63,0.755
"17",0.805,0.59,0.615,0.635,0.77,0.78,0.785
"18",0.635,0.785,0.765,0.705,0.67,0.525,0.65
"19",0.675,0.745,0.775,0.665,0.635,0.585,0.59
"20",0.665,0.6,0.64,0.805,0.71,0.535,0.63
"21",0.715,0.67,0.69,0.785,0.605,0.555,0.72
"22",0.68,0.65,0.59,0.785,0.635,0.71,0.715
"23",0.66,0.57,0.715,0.68,0.64,0.69,0.73
"24",0.615,0.715,0.64,0.745,0.6,0.705,0.595
"25",0.69,0.725,0.63,0.635,0.655,0.615,0.605
"26",0.57,0.805,0.735,0.64,0.605,0.71,0.605
"27",0.645,0.535,0.635,0.77,0.655,0.585,0.585
"28",0.77,0.775,0.605,0.855,0.77,0.61,0.735
"29",0.61,0.645,0.6,0.675,0.725,0.795,0.585
"30",0.685,0.73,0.555,0.64,0.73,0.555,0.655
"31",0.71,0.655,0.715,0.745,0.685,0.595,0.75
"32",0.7,0.63,0.745,0.65,0.55,0.58,0.545
"33",0.71,0.66,0.525,0.665,0.765,0.855,0.54
"34",0.735,0.75,0.665,0.57,0.575,0.72,0.795
"35",0.65,0.77,0.65,0.675,0.655,0.705,0.685
"36",0.73,0.64,0.605,0.775,0.6,0.775,0.585
"37",0.775,0.605,0.7,0.59,0.68,0.52,0.675
"38",0.79,0.625,0.635,0.74,0.67,0.665,0.69
"39",0.775,0.625,0.605,0.75,0.58,0.83,0.69
"40",0.71,0.6,0.585,0.455,0.71,0.54,0.695
"41",0.685,0.71,0.6,0.58,0.635,0.6,0.71
"42",0.69,0.67,0.765,0.545,0.54,0.62,0.615
"43",0.63,0.67,0.655,0.72,0.565,0.65,0.62
"44",0.655,0.83,0.725,0.755,0.68,0.635,0.65
"45",0.845,0.63,0.645,0.715,0.69,0.615,0.665
"46",0.72,0.75,0.715,0.74,0.725,0.545,0.74
"47",0.675,0.745,0.595,0.59,0.635,0.74,0.71
"48",0.7,0.65,0.645,0.585,0.565,0.73,0.615
"49",0.78,0.58,0.705,0.8,0.81,0.605,0.765
"50",0.645,0.64,0.625,0.615,0.75,0.76,0.61
"51",0.74,0.71,0.605,0.67,0.575,0.675,0.615
"52",0.695,0.645,0.745,0.685,0.575,0.715,0.79
"53",0.765,0.66,0.77,0.595,0.805,0.66,0.575
"54",0.675,0.565,0.66,0.575,0.645,0.695,0.855
"55",0.63,0.685,0.56,0.705,0.675,0.54,0.88
"56",0.675,0.61,0.675,0.68,0.595,0.54,0.66
"57",0.615,0.685,0.64,0.61,0.72,0.8,0.7
"58",0.74,0.56,0.78,0.78,0.575,0.855,0.725
"59",0.675,0.655,0.71,0.675,0.655,0.845,0.57
"60",0.775,0.67,0.79,0.655,0.62,0.555,0.64
"61",0.57,0.585,0.675,0.725,0.61,0.585,0.61
"62",0.64,0.665,0.835,0.625,0.74,0.625,0.63
"63",0.68,0.835,0.725,0.67,0.755,0.655,0.7
"64",0.695,0.625,0.62,0.69,0.68,0.68,0.73
"65",0.68,0.725,0.8,0.575,0.595,0.665,0.495
"66",0.75,0.77,0.675,0.56,0.545,0.71,0.765
"67",0.745,0.655,0.63,0.585,0.58,0.615,0.755
"68",0.655,0.69,0.7,0.735,0.59,0.59,0.76
"69",0.7,0.67,0.78,0.67,0.665,0.685,0.77
"70",0.6,0.73,0.735,0.71,0.65,0.75,0.565
"71",0.805,0.595,0.54,0.755,0.48,0.65,0.835
"72",0.68,0.67,0.7,0.84,0.555,0.715,0.775
"73",0.74,0.595,0.76,0.695,0.68,0.805,0.63
"74",0.685,0.74,0.695,0.615,0.745,0.54,0.665
"75",0.705,0.56,0.745,0.7,0.725,0.69,0.77
"76",0.73,0.615,0.67,0.765,0.71,0.8,0.545
"77",0.615,0.675,0.64,0.65,0.7,0.59,0.76
"78",0.64,0.78,0.775,0.715,0.55,0.62,0.7
"79",0.58,0.63,0.72,0.575,0.71,0.57,0.65
"80",0.825,0.615,0.72,0.6,0.705,0.735,0.63
"81",0.765,0.605,0.67,0.615,0.665,0.665,0.51
"82",0.725,0.715,0.795,0.72,0.54,0.76,0.685
"83",0.605,0.65,0.705,0.75,0.735,0.59,0.79
"84",0.76,0.64,0.655,0.57,0.775,0.67,0.76
"85",0.655,0.54,0.665,0.57,0.64,0.555,0.63
"86",0.705,0.69,0.575,0.525,0.68,0.63,0.605
"87",0.705,0.535,0.71,0.69,0.57,0.58,0.705
"88",0.695,0.685,0.65,0.68,0.56,0.54,0.585
"89",0.645,0.655,0.565,0.785,0.575,0.715,0.655
"90",0.755,0.67,0.725,0.71,0.54,0.505,0.56
"91",0.725,0.63,0.66,0.735,0.55,0.635,0.655
"92",0.71,0.785,0.66,0.69,0.64,0.565,0.56
"93",0.76,0.73,0.625,0.77,0.62,0.6,0.585
"94",0.68,0.65,0.72,0.775,0.675,0.735,0.645
"95",0.625,0.725,0.695,0.77,0.88,0.63,0.835
"96",0.725,0.695,0.7,0.645,0.59,0.58,0.64
"97",0.72,0.67,0.845,0.56,0.795,0.61,0.64
"98",0.755,0.835,0.575,0.635,0.64,0.55,0.64
"99",0.755,0.49,0.67,0.68,0.9,0.57,0.545
"100",0.75,0.535,0.79,0.655,0.675,0.75,0.67
