"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.875,0.845,0.85,0.77,0.81,0.835,0.775
"2",0.835,0.785,0.815,0.895,0.795,0.805,0.695
"3",0.85,0.885,0.825,0.86,0.89,0.84,0.545
"4",0.84,0.865,0.88,0.86,0.815,0.8,0.805
"5",0.855,0.865,0.85,0.85,0.81,0.955,0.86
"6",0.835,0.83,0.855,0.825,0.915,0.83,0.84
"7",0.83,0.855,0.86,0.845,0.825,0.74,0.885
"8",0.845,0.795,0.79,0.88,0.83,0.83,0.84
"9",0.83,0.87,0.86,0.87,0.79,0.865,0.82
"10",0.84,0.845,0.865,0.925,0.87,0.84,0.74
"11",0.855,0.855,0.83,0.84,0.79,0.86,0.85
"12",0.83,0.825,0.805,0.79,0.885,0.885,0.855
"13",0.865,0.86,0.9,0.765,0.825,0.89,0.775
"14",0.845,0.855,0.82,0.81,0.765,0.88,0.82
"15",0.835,0.805,0.825,0.735,0.765,0.825,0.855
"16",0.84,0.83,0.83,0.845,0.805,0.825,0.81
"17",0.845,0.83,0.835,0.82,0.89,0.79,0.82
"18",0.83,0.86,0.825,0.78,0.865,0.845,0.755
"19",0.845,0.825,0.84,0.85,0.765,0.825,0.84
"20",0.805,0.845,0.85,0.83,0.795,0.865,0.8
"21",0.83,0.84,0.72,0.81,0.72,0.805,0.8
"22",0.855,0.855,0.805,0.805,0.835,0.905,0.695
"23",0.835,0.845,0.84,0.895,0.795,0.885,0.775
"24",0.825,0.83,0.85,0.84,0.865,0.77,0.815
"25",0.835,0.87,0.835,0.865,0.82,0.84,0.725
"26",0.83,0.76,0.78,0.865,0.805,0.865,0.845
"27",0.875,0.83,0.835,0.885,0.82,0.795,0.675
"28",0.86,0.765,0.84,0.9,0.82,0.9,0.77
"29",0.85,0.865,0.8,0.79,0.725,0.845,0.81
"30",0.855,0.86,0.87,0.855,0.78,0.8,0.81
"31",0.815,0.855,0.815,0.83,0.805,0.815,0.73
"32",0.835,0.845,0.78,0.825,0.83,0.785,0.83
"33",0.83,0.865,0.84,0.82,0.725,0.805,0.83
"34",0.875,0.895,0.825,0.845,0.835,0.75,0.9
"35",0.795,0.825,0.83,0.815,0.855,0.89,0.86
"36",0.815,0.82,0.825,0.815,0.875,0.84,0.76
"37",0.835,0.83,0.775,0.83,0.8,0.83,0.86
"38",0.855,0.825,0.83,0.81,0.79,0.84,0.865
"39",0.855,0.78,0.825,0.85,0.81,0.83,0.88
"40",0.835,0.83,0.86,0.845,0.83,0.835,0.775
"41",0.855,0.805,0.8,0.86,0.845,0.805,0.89
"42",0.845,0.825,0.75,0.815,0.795,0.87,0.775
"43",0.82,0.84,0.805,0.84,0.875,0.855,0.825
"44",0.84,0.815,0.865,0.835,0.8,0.84,0.785
"45",0.845,0.81,0.81,0.845,0.845,0.865,0.77
"46",0.855,0.855,0.815,0.82,0.88,0.785,0.75
"47",0.82,0.87,0.835,0.84,0.805,0.76,0.88
"48",0.82,0.875,0.865,0.835,0.8,0.79,0.835
"49",0.855,0.875,0.8,0.84,0.79,0.875,0.815
"50",0.79,0.815,0.875,0.81,0.86,0.88,0.76
"51",0.815,0.865,0.82,0.805,0.85,0.855,0.885
"52",0.835,0.86,0.845,0.855,0.885,0.875,0.83
"53",0.84,0.85,0.89,0.765,0.755,0.86,0.835
"54",0.83,0.785,0.835,0.885,0.87,0.81,0.875
"55",0.845,0.795,0.86,0.815,0.825,0.8625,0.935
"56",0.81,0.805,0.855,0.83,0.81,0.76,0.9
"57",0.845,0.81,0.805,0.885,0.855,0.77,0.835
"58",0.825,0.925,0.835,0.805,0.805,0.755,0.835
"59",0.84,0.82,0.825,0.795,0.82,0.83,0.78
"60",0.825,0.83,0.695,0.825,0.845,0.81,0.775
"61",0.85,0.815,0.795,0.865,0.885,0.835,0.81
"62",0.835,0.805,0.865,0.84,0.865,0.72,0.845
"63",0.825,0.85,0.845,0.825,0.88,0.74,0.77
"64",0.8,0.84,0.83,0.865,0.825,0.79,0.785
"65",0.835,0.845,0.83,0.785,0.785,0.82,0.73
"66",0.89,0.83,0.845,0.775,0.82,0.86,0.845
"67",0.86,0.86,0.825,0.77,0.865,0.86,0.835
"68",0.825,0.85,0.85,0.85,0.865,0.79,0.87
"69",0.855,0.82,0.79,0.805,0.905,0.87,0.82
"70",0.845,0.88,0.825,0.865,0.89,0.845,0.84
"71",0.86,0.865,0.95,0.86,0.78,0.785,0.815
"72",0.81,0.85,0.82,0.83,0.815,0.865,0.835
"73",0.855,0.905,0.835,0.81,0.86,0.81,0.86
"74",0.825,0.815,0.825,0.765,0.825,0.845,0.815
"75",0.84,0.88,0.875,0.8,0.89,0.855,0.83
"76",0.84,0.86,0.775,0.835,0.84,0.895,0.82
"77",0.865,0.835,0.86,0.87,0.725,0.805,0.83
"78",0.865,0.855,0.86,0.855,0.83,0.785,0.7
"79",0.85,0.805,0.885,0.885,0.83,0.82,0.785
"80",0.865,0.81,0.79,0.855,0.805,0.825,0.83
"81",0.82,0.845,0.79,0.785,0.89,0.745,0.88
"82",0.86,0.85,0.835,0.875,0.77,0.805,0.795
"83",0.85,0.84,0.94,0.84,0.87,0.755,0.82
"84",0.82,0.805,0.86,0.89,0.765,0.82,0.82
"85",0.81,0.835,0.86,0.865,0.855,0.835,0.86
"86",0.845,0.815,0.845,0.84,0.865,0.84,0.77
