"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.88,0.875,0.89,0.785,0.72,0.84,0.82
"2",0.82,0.895,0.745,0.785,0.795,0.78,0.845
"3",0.815,0.73,0.785,0.87,0.8,0.775,0.775
"4",0.86,0.785,0.785,0.75,0.7525,0.835,0.83
"5",0.885,0.855,0.785,0.795,0.75,0.695,0.745
"6",0.86,0.87,0.945,0.875,0.81,0.825,0.815
"7",0.88,0.825,0.75,0.84,0.89,0.85,0.77
"8",0.84,0.825,0.85,0.83,0.77,0.755,0.795
"9",0.81,0.86,0.765,0.89,0.82,0.69,0.85
"10",0.835,0.835,0.79,0.8,0.895,0.86,0.825
"11",0.885,0.835,0.915,0.8,0.82,0.73,0.74
"12",0.8,0.75,0.7825,0.785,0.885,0.675,0.81
"13",0.885,0.89,0.89,0.695,0.78,0.7875,0.89
"14",0.785,0.84,0.81,0.925,0.82,0.81,0.64
"15",0.88,0.86,0.915,0.845,0.88,0.78,0.675
"16",0.825,0.83,0.87,0.83,0.815,0.745,0.83
"17",0.825,0.86,0.76,0.88,0.855,0.83,0.875
"18",0.83,0.885,0.84,0.835,0.8125,0.84,0.735
"19",0.815,0.775,0.81,0.815,0.875,0.665,0.665
"20",0.9,0.865,0.825,0.9,0.83,0.835,0.85
"21",0.865,0.875,0.845,0.83,0.885,0.805,0.805
"22",0.77,0.765,0.88,0.815,0.8575,0.91,0.725
"23",0.89,0.91,0.85,0.865,0.77,0.85,0.825
"24",0.87,0.82,0.8,0.87,0.89,0.91,0.695
"25",0.825,0.87,0.795,0.87,0.795,0.745,0.805
"26",0.89,0.85,0.845,0.83,0.815,0.87,0.595
"27",0.815,0.77,0.855,0.755,0.705,0.89,0.69
"28",0.88,0.86,0.885,0.835,0.79,0.72,0.805
"29",0.86,0.88,0.91,0.8,0.805,0.6275,0.895
"30",0.87,0.89,0.83,0.8,0.745,0.81,0.855
"31",0.83,0.88,0.76,0.73,0.81,0.765,0.73
"32",0.825,0.9,0.875,0.745,0.86,0.855,0.845
"33",0.86,0.76,0.885,0.845,0.875,0.6925,0.885
"34",0.87,0.85,0.885,0.775,0.73,0.79,0.88
"35",0.82,0.76,0.86,0.825,0.78,0.845,0.885
"36",0.845,0.78,0.83,0.875,0.78,0.81,0.69
"37",0.855,0.83,0.885,0.845,0.805,0.8125,0.835
"38",0.795,0.83,0.825,0.715,0.83,0.795,0.665
"39",0.825,0.825,0.77,0.82,0.78,0.85,0.735
"40",0.83,0.895,0.7225,0.92,0.685,0.715,0.845
"41",0.83,0.825,0.845,0.89,0.78,0.9,0.8
"42",0.825,0.89,0.745,0.805,0.885,0.825,0.785
"43",0.87,0.89,0.825,0.775,0.795,0.695,0.81
"44",0.785,0.84,0.845,0.8275,0.82,0.88,0.66
"45",0.86,0.805,0.825,0.8825,0.785,0.875,0.85
"46",0.885,0.805,0.895,0.82,0.92,0.7725,0.69
"47",0.85,0.86,0.885,0.845,0.825,0.785,0.895
"48",0.86,0.815,0.865,0.72,0.715,0.885,0.92
"49",0.88,0.9,0.83,0.765,0.805,0.84,0.865
"50",0.86,0.87,0.835,0.8,0.73,0.73,0.785
"51",0.81,0.895,0.905,0.75,0.66,0.865,0.78
"52",0.91,0.8,0.845,0.865,0.675,0.83,0.77
"53",0.89,0.86,0.805,0.82,0.83,0.875,0.865
"54",0.88,0.895,0.85,0.74,0.78,0.75,0.845
"55",0.815,0.795,0.89,0.845,0.77,0.7125,0.885
"56",0.815,0.745,0.755,0.85,0.85,0.84,0.79
"57",0.905,0.845,0.775,0.77,0.775,0.83,0.82
"58",0.82,0.705,0.66,0.85,0.82,0.78,0.915
"59",0.85,0.845,0.81,0.895,0.815,0.86,0.86
"60",0.83,0.9,0.77,0.815,0.815,0.75,0.78
"61",0.855,0.8,0.705,0.81,0.865,0.84,0.76
"62",0.91,0.83,0.745,0.84,0.905,0.775,0.8
"63",0.805,0.84,0.745,0.82,0.825,0.8,0.8
"64",0.845,0.88,0.79,0.895,0.855,0.625,0.845
"65",0.83,0.86,0.79,0.825,0.685,0.72,0.795
"66",0.72,0.79,0.85,0.81,0.67,0.905,0.775
"67",0.835,0.905,0.76,0.855,0.755,0.7,0.835
"68",0.86,0.78,0.765,0.79,0.8,0.83,0.81
"69",0.815,0.775,0.845,0.81,0.75,0.74,0.795
