"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.904163984628298,0.908399456744271,0.91807256814124,0.878156871208905,0.911143445857861,0.907544114221699,0.921354503852821
"2",0.898250314655772,0.870425225089484,0.871945374354351,0.902780258345958,0.904163984628298,0.91287754603587,0.860711306954764
"3",0.911205361764322,0.900380594603076,0.88751624161973,0.885720072775499,0.931676657092134,0.888178050121543,0.846987015894189
"4",0.912158898168714,0.921354503852821,0.89561751941147,0.911372369131413,0.838135061174711,0.861303135481118,0.862212407613059
"5",0.879509185548358,0.920227406316736,0.874472282540912,0.890182038010793,0.882794040457163,0.929025145725331,0.914313126716797
"6",0.906294264575601,0.907926668693114,0.89072936384604,0.88415767275377,0.907121995161268,0.899155303185171,0.855908086922382
"7",0.883565844227416,0.91431373634421,0.909576200287182,0.944253398041622,0.926561424503458,0.900380594603076,0.933639929672346
"8",0.898417322022863,0.920227406316736,0.873594905948419,0.954273268928041,0.921354503852821,0.903362553736825,0.866908471346904
"9",0.91431373634421,0.89561751941147,0.891584250171186,0.916109295561027,0.901713022142756,0.922256185858627,0.878649217812111
"10",0.908449102751097,0.914313126716797,0.910477882292988,0.919322417787337,0.904911318977397,0.943737217362258,0.858474306110698
"11",0.902535432778572,0.916109295561027,0.929836069862651,0.928230956653834,0.889123522456936,0.93195891379662,0.86556691532566
"12",0.896621153178633,0.91807256814124,0.93724685895475,0.876065211182292,0.923181294910057,0.899020816921515,0.884517866991485
"13",0.929644669651584,0.879509185548358,0.935173474220568,0.834382360002697,0.906294264575601,0.910807097218338,0.817577418799152
"14",0.896621153178633,0.913335641711625,0.899576801889855,0.883565844227416,0.902866297690309,0.979932930453785,0.906749925150203
"15",0.916109295561027,0.90088529155709,0.916689622543035,0.925545681659081,0.891086795037149,0.889797658846579,0.929880488247903
"16",0.928169855831152,0.879806402802974,0.901713022142756,0.93195891379662,0.899155303185171,0.865388322082037,0.932277464895887
"17",0.916391552265514,0.925236087759863,0.91807256814124,0.921354503852821,0.932277464895887,0.774234519064243,0.909738029332271
"18",0.913457784194225,0.898250314655772,0.908399456744271,0.89072936384604,0.894455253452191,0.902137340624669,0.881144975390974
"19",0.914313126716797,0.906749925150203,0.866453263540521,0.944175981238129,0.866012434969893,0.87416747188582,0.903362553736825
"20",0.889123522456936,0.920227406316736,0.883565844227416,0.893241633212645,0.853782184671386,0.885328791128806,0.901454464800903
