"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.94,0.94,0.93,0.87,0.91,0.915,0.87
"2",0.925,0.87,0.915,0.985,0.91,0.915,0.83
"3",0.925,0.95,0.91,0.93,0.935,0.89,0.76
"4",0.935,0.935,0.94,0.94,0.88,0.875,0.915
"5",0.92,0.95,0.915,0.92,0.9,0.975,0.915
"6",0.92,0.9,0.915,0.935,0.955,0.915,0.915
"7",0.935,0.93,0.94,0.91,0.925,0.855,0.975
"8",0.93,0.91,0.885,0.935,0.945,0.93,0.91
"9",0.92,0.93,0.92,0.935,0.89,0.96,0.92
"10",0.92,0.925,0.935,0.93,0.93,0.91,0.85
"11",0.92,0.91,0.92,0.925,0.88,0.945,0.905
"12",0.93,0.92,0.91,0.86,0.955,0.98,0.98
"13",0.935,0.925,0.95,0.87,0.9,0.96,0.865
"14",0.935,0.94,0.9,0.905,0.91,0.95,0.92
"15",0.935,0.925,0.91,0.885,0.845,0.875,0.9
"16",0.93,0.915,0.91,0.93,0.885,0.905,0.915
"17",0.925,0.93,0.925,0.895,0.975,0.895,0.92
"18",0.925,0.93,0.89,0.905,0.915,0.94,0.895
"19",0.955,0.905,0.905,0.915,0.9,0.905,0.94
"20",0.925,0.945,0.925,0.895,0.88,0.915,0.91
"21",0.91,0.92,0.875,0.905,0.845,0.9,0.895
"22",0.955,0.95,0.915,0.915,0.9,0.925,0.84
"23",0.92,0.93,0.925,0.95,0.905,0.945,0.875
"24",0.91,0.92,0.915,0.92,0.93,0.88,0.925
"25",0.915,0.93,0.93,0.94,0.92,0.9,0.85
"26",0.91,0.88,0.875,0.925,0.9,0.92,0.915
"27",0.94,0.92,0.935,0.94,0.92,0.87,0.82
"28",0.925,0.885,0.915,0.945,0.88,0.96,0.825
"29",0.94,0.93,0.88,0.88,0.84,0.935,0.905
"30",0.925,0.935,0.94,0.935,0.9,0.905,0.91
"31",0.915,0.945,0.905,0.89,0.895,0.9,0.885
"32",0.915,0.93,0.87,0.91,0.925,0.885,0.93
"33",0.94,0.935,0.91,0.925,0.85,0.87,0.9
"34",0.93,0.945,0.915,0.915,0.93,0.885,0.97
"35",0.895,0.925,0.905,0.915,0.945,0.95,0.915
"36",0.92,0.93,0.92,0.905,0.93,0.9,0.865
"37",0.925,0.925,0.88,0.91,0.88,0.915,0.905
"38",0.945,0.915,0.91,0.92,0.895,0.94,0.925
"39",0.935,0.885,0.915,0.92,0.91,0.91,0.94
"40",0.925,0.925,0.95,0.905,0.94,0.93,0.86
"41",0.935,0.895,0.905,0.935,0.915,0.885,0.9
"42",0.94,0.945,0.86,0.92,0.9,0.93,0.91
"43",0.925,0.925,0.9,0.915,0.93,0.93,0.925
"44",0.945,0.885,0.94,0.93,0.89,0.945,0.905
"45",0.92,0.91,0.88,0.945,0.92,0.915,0.86
"46",0.915,0.93,0.905,0.915,0.94,0.865,0.865
"47",0.94,0.945,0.91,0.89,0.89,0.89,0.96
"48",0.94,0.945,0.935,0.93,0.89,0.92,0.915
"49",0.93,0.945,0.9,0.915,0.88,0.94,0.885
"50",0.93,0.925,0.93,0.93,0.93,0.935,0.865
"51",0.915,0.935,0.91,0.9,0.93,0.9,0.95
"52",0.93,0.945,0.93,0.935,0.94,0.93,0.91
"53",0.92,0.93,0.95,0.865,0.87,0.9,0.945
"54",0.935,0.905,0.925,0.955,0.915,0.895,0.93
"55",0.93,0.87,0.94,0.91,0.905,0.98,0.975
"56",0.93,0.915,0.945,0.92,0.905,0.875,0.92
"57",0.92,0.925,0.89,0.95,0.935,0.82,0.89
"58",0.925,0.98,0.955,0.9,0.885,0.84,0.905
"59",0.925,0.91,0.915,0.87,0.89,0.91,0.91
"60",0.915,0.915,0.855,0.92,0.905,0.915,0.845
"61",0.93,0.92,0.905,0.95,0.935,0.91,0.885
"62",0.935,0.895,0.95,0.925,0.93,0.845,0.905
"63",0.915,0.93,0.935,0.92,0.95,0.85,0.88
"64",0.915,0.92,0.915,0.925,0.91,0.865,0.885
"65",0.92,0.94,0.91,0.905,0.9,0.895,0.875
"66",0.965,0.93,0.925,0.875,0.9,0.925,0.925
"67",0.925,0.925,0.92,0.9,0.945,0.93,0.9
"68",0.92,0.94,0.945,0.92,0.915,0.92,0.975
"69",0.935,0.925,0.89,0.88,0.935,0.945,0.925
"70",0.925,0.97,0.925,0.93,0.98,0.915,0.905
"71",0.94,0.925,0.975,0.955,0.9,0.885,0.9
"72",0.91,0.935,0.915,0.91,0.945,0.915,0.9
"73",0.93,0.945,0.925,0.89,0.9,0.875,0.91
"74",0.925,0.91,0.915,0.865,0.935,0.91,0.895
"75",0.925,0.935,0.95,0.885,0.93,0.92,0.92
"76",0.935,0.945,0.885,0.92,0.93,0.935,0.885
"77",0.93,0.92,0.94,0.935,0.84,0.925,0.885
"78",0.94,0.945,0.94,0.91,0.93,0.93,0.855
"79",0.92,0.93,0.93,0.945,0.885,0.9,0.85
"80",0.94,0.905,0.9,0.97,0.91,0.89,0.89
"81",0.92,0.92,0.925,0.89,0.96,0.88,0.945
"82",0.945,0.92,0.93,0.94,0.855,0.88,0.9
"83",0.935,0.91,0.97,0.92,0.93,0.885,0.86
"84",0.915,0.9,0.92,0.955,0.885,0.915,0.895
"85",0.895,0.925,0.925,0.97,0.95,0.9,0.94
"86",0.915,0.895,0.93,0.94,0.92,0.925,0.84
"87",0.925,0.94,0.915,0.92,0.94,0.96,0.87
"88",0.94,0.93,0.96,0.955,0.885,0.86,0.95
"89",0.93,0.88,0.93,0.895,0.89,0.925,0.91
"90",0.925,0.94,0.96,0.91,0.95,0.935,0.865
"91",0.925,0.93,0.945,0.935,0.895,0.925,0.93
"92",0.93,0.9,0.905,0.905,0.9,0.895,0.89
"93",0.92,0.915,0.92,0.92,0.955,0.875,0.895
"94",0.935,0.92,0.925,0.935,0.93,0.895,0.835
"95",0.9,0.875,0.915,0.84,0.895,0.95,0.83
"96",0.895,0.915,0.915,0.945,0.91,0.87,0.93
"97",0.935,0.93,0.925,0.925,0.88,0.96,0.93
"98",0.92,0.935,0.93,0.95,0.915,0.915,0.92
"99",0.925,0.955,0.93,0.9,0.95,0.935,0.915
"100",0.895,0.94,0.91,0.895,0.915,0.88,0.925
