"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.85,0.845,0.845,0.79,0.845,0.82,0.845
"2",0.83,0.8,0.82,0.84,0.835,0.84,0.775
"3",0.845,0.82,0.84,0.85,0.84,0.82,0.76
"4",0.86,0.845,0.795,0.86,0.785,0.8,0.765
"5",0.845,0.86,0.81,0.87,0.785,0.79,0.855
"6",0.855,0.85,0.85,0.845,0.855,0.82,0.785
"7",0.82,0.84,0.85,0.825,0.89,0.805,0.845
"8",0.845,0.845,0.82,0.86,0.84,0.845,0.82
"9",0.845,0.85,0.825,0.855,0.835,0.82,0.795
"10",0.85,0.83,0.845,0.86,0.835,0.85,0.77
"11",0.84,0.845,0.855,0.845,0.805,0.8,0.805
"12",0.84,0.845,0.865,0.79,0.865,0.85,0.83
"13",0.855,0.84,0.82,0.79,0.82,0.84,0.84
"14",0.835,0.845,0.85,0.83,0.82,0.855,0.795
"15",0.84,0.85,0.825,0.825,0.78,0.785,0.855
"16",0.855,0.815,0.845,0.855,0.825,0.805,0.845
"17",0.845,0.845,0.835,0.85,0.87,0.755,0.825
"18",0.845,0.85,0.84,0.83,0.89,0.845,0.78
"19",0.855,0.84,0.805,0.865,0.77,0.8,0.835
"20",0.825,0.85,0.81,0.815,0.8,0.82,0.815
"21",0.845,0.825,0.82,0.785,0.77,0.82,0.78
"22",0.855,0.85,0.825,0.82,0.845,0.895,0.75
"23",0.845,0.845,0.84,0.86,0.83,0.86,0.86
"24",0.84,0.82,0.855,0.83,0.81,0.82,0.85
"25",0.85,0.83,0.79,0.85,0.835,0.795,0.86
"26",0.855,0.785,0.8,0.835,0.795,0.84,0.755
"27",0.85,0.84,0.87,0.85,0.86,0.83,0.785
"28",0.82,0.825,0.825,0.84,0.845,0.86,0.79
"29",0.845,0.84,0.84,0.83,0.77,0.81,0.845
"30",0.845,0.835,0.845,0.85,0.845,0.81,0.795
"31",0.835,0.865,0.795,0.8,0.805,0.87,0.85
"32",0.85,0.83,0.8,0.8,0.805,0.845,0.79
"33",0.85,0.835,0.845,0.845,0.775,0.775,0.85
"34",0.86,0.85,0.86,0.8,0.835,0.78,0.835
"35",0.82,0.815,0.825,0.835,0.775,0.845,0.88
"36",0.845,0.84,0.88,0.83,0.83,0.815,0.825
"37",0.85,0.83,0.835,0.815,0.785,0.85,0.84
"38",0.845,0.83,0.83,0.84,0.79,0.815,0.83
"39",0.82,0.805,0.805,0.84,0.82,0.86,0.84
"40",0.845,0.86,0.845,0.815,0.84,0.83,0.79
"41",0.845,0.84,0.835,0.825,0.835,0.83,0.895
"42",0.855,0.84,0.8,0.81,0.81,0.845,0.745
"43",0.84,0.815,0.865,0.84,0.815,0.81,0.855
"44",0.84,0.81,0.815,0.83,0.805,0.83,0.775
"45",0.85,0.825,0.82,0.855,0.86,0.82,0.795
"46",0.845,0.825,0.845,0.82,0.805,0.815,0.795
"47",0.85,0.84,0.815,0.825,0.83,0.865,0.87
"48",0.85,0.845,0.825,0.835,0.8,0.845,0.84
"49",0.835,0.86,0.815,0.84,0.805,0.84,0.815
"50",0.845,0.84,0.85,0.84,0.82,0.83,0.775
"51",0.85,0.85,0.85,0.82,0.815,0.85,0.785
"52",0.845,0.84,0.87,0.84,0.825,0.825,0.835
"53",0.845,0.86,0.825,0.82,0.78,0.81,0.85
"54",0.855,0.83,0.83,0.84,0.795,0.775,0.845
"55",0.86,0.82,0.835,0.815,0.835,0.84,0.855
"56",0.84,0.82,0.85,0.87,0.795,0.81,0.83
"57",0.83,0.855,0.84,0.84,0.815,0.765,0.84
"58",0.835,0.855,0.815,0.845,0.835,0.745,0.9
"59",0.84,0.825,0.835,0.86,0.805,0.78,0.815
"60",0.85,0.85,0.79,0.845,0.855,0.88,0.795
"61",0.845,0.845,0.775,0.87,0.88,0.825,0.87
"62",0.845,0.855,0.85,0.85,0.795,0.79,0.825
"63",0.815,0.835,0.825,0.835,0.86,0.795,0.805
"64",0.84,0.835,0.87,0.83,0.815,0.79,0.795
"65",0.85,0.835,0.815,0.83,0.785,0.81,0.745
"66",0.855,0.84,0.855,0.8,0.73,0.82,0.74
"67",0.84,0.835,0.83,0.81,0.835,0.82,0.86
"68",0.84,0.835,0.84,0.87,0.83,0.82,0.86
"69",0.845,0.84,0.82,0.845,0.845,0.845,0.86
"70",0.845,0.845,0.835,0.81,0.865,0.905,0.8
"71",0.85,0.845,0.835,0.855,0.855,0.805,0.845
