"","pmiss20","pmiss25","pmiss30","pmiss35","pmiss40","pmiss45","pmiss50"
"1",0.91,0.855,0.85,0.825,0.7575,0.855,0.7925
"2",0.86,0.8325,0.835,0.84,0.815,0.87,0.82
"3",0.845,0.805,0.82,0.845,0.8925,0.8725,0.76
"4",0.83,0.86,0.855,0.86,0.795,0.87,0.855
"5",0.9,0.8825,0.85,0.8475,0.82,0.83,0.8225
"6",0.82,0.885,0.92,0.85,0.855,0.925,0.815
"7",0.845,0.835,0.835,0.875,0.89,0.855,0.9
"8",0.825,0.8425,0.8375,0.925,0.8075,0.83,0.805
"9",0.88,0.855,0.8,0.8925,0.805,0.785,0.9
"10",0.8425,0.84,0.85,0.87,0.91,0.88,0.895
"11",0.865,0.87,0.895,0.855,0.845,0.825,0.78
"12",0.81,0.865,0.85,0.83,0.935,0.8375,0.88
"13",0.9025,0.84,0.945,0.78,0.87,0.865,0.89
"14",0.83,0.8825,0.87,0.9,0.845,0.8875,0.805
"15",0.805,0.855,0.85,0.905,0.83,0.865,0.895
"16",0.835,0.805,0.835,0.8825,0.9,0.7625,0.92
"17",0.85,0.8775,0.85,0.89,0.91,0.87,0.905
"18",0.835,0.905,0.875,0.875,0.885,0.885,0.805
"19",0.835,0.84,0.8475,0.835,0.84,0.7875,0.78
"20",0.86,0.845,0.855,0.915,0.86,0.875,0.9
"21",0.865,0.8525,0.8625,0.8625,0.88,0.81,0.845
"22",0.875,0.895,0.89,0.87,0.8525,0.965,0.83
"23",0.83,0.88,0.8575,0.9,0.86,0.925,0.895
"24",0.82,0.855,0.855,0.865,0.88,0.905,0.91
"25",0.8275,0.835,0.8225,0.8825,0.835,0.85,0.925
"26",0.855,0.855,0.8375,0.89,0.895,0.89,0.795
"27",0.815,0.855,0.885,0.875,0.845,0.9,0.71
"28",0.855,0.805,0.905,0.9,0.835,0.79,0.945
"29",0.865,0.905,0.855,0.83,0.8475,0.83,0.915
"30",0.91,0.845,0.86,0.88,0.8475,0.805,0.91
"31",0.8225,0.88,0.855,0.825,0.885,0.795,0.825
"32",0.835,0.85,0.8975,0.8075,0.91,0.855,0.865
"33",0.8825,0.835,0.8925,0.85,0.945,0.765,0.945
"34",0.88,0.925,0.8875,0.8075,0.8775,0.8,0.8975
"35",0.83,0.85,0.875,0.8575,0.835,0.8175,0.905
"36",0.845,0.835,0.86,0.865,0.855,0.945,0.79
"37",0.8575,0.83,0.845,0.8575,0.875,0.865,0.8375
"38",0.82,0.815,0.8125,0.81,0.85,0.89,0.8225
"39",0.88,0.8225,0.825,0.935,0.84,0.885,0.835
"40",0.8375,0.84,0.825,0.92,0.8,0.73,0.855
"41",0.845,0.8775,0.82,0.88,0.9,0.815,0.91
"42",0.875,0.905,0.8275,0.89,0.9,0.895,0.835
"43",0.845,0.9175,0.895,0.79,0.89,0.845,0.83
"44",0.835,0.89,0.895,0.885,0.84,0.875,0.76
"45",0.8275,0.8525,0.89,0.9075,0.865,0.87,0.8825
"46",0.8375,0.815,0.8725,0.8,0.895,0.825,0.815
"47",0.86,0.855,0.8225,0.86,0.89,0.8625,0.935
"48",0.835,0.8325,0.8425,0.815,0.86,0.875,0.93
"49",0.9,0.9325,0.815,0.835,0.855,0.915,0.86
"50",0.875,0.82,0.92,0.865,0.77,0.815,0.7925
"51",0.8275,0.895,0.89,0.79,0.855,0.92,0.84
"52",0.865,0.855,0.825,0.885,0.8225,0.905,0.84
"53",0.9025,0.855,0.8725,0.85,0.845,0.935,0.895
"54",0.835,0.8875,0.835,0.865,0.89,0.87,0.805
"55",0.835,0.835,0.86,0.85,0.88,0.855,0.9725
"56",0.8375,0.835,0.8475,0.905,0.89,0.87,0.835
"57",0.8775,0.885,0.825,0.8,0.875,0.89,0.905
"58",0.8275,0.825,0.75,0.875,0.82,0.84,0.895
"59",0.8775,0.8625,0.855,0.89,0.85,0.8325,0.825
"60",0.84,0.865,0.795,0.855,0.825,0.84,0.85
"61",0.835,0.9,0.835,0.8475,0.875,0.9,0.885
"62",0.8175,0.84,0.8,0.915,0.9,0.885,0.8975
"63",0.8575,0.86,0.82,0.875,0.9375,0.82,0.795
"64",0.8075,0.865,0.8875,0.89,0.88,0.775,0.795
"65",0.8475,0.865,0.855,0.875,0.745,0.81,0.87
"66",0.81,0.84,0.8625,0.855,0.8,0.9225,0.8625
"67",0.845,0.905,0.8475,0.84,0.86,0.8475,0.89
"68",0.85,0.8525,0.865,0.84,0.835,0.85,0.88
"69",0.825,0.825,0.86,0.835,0.86,0.8325,0.875
"70",0.8275,0.855,0.87,0.835,0.9,0.96,0.84
"71",0.875,0.92,0.825,0.8675,0.83,0.8075,0.8575
"72",0.815,0.865,0.9225,0.9,0.88,0.9,0.775
"73",0.9025,0.82,0.87,0.84,0.84,0.875,0.76
"74",0.8075,0.8575,0.82,0.905,0.905,0.875,0.905
"75",0.775,0.87,0.83,0.895,0.89,0.75,0.815
"76",0.865,0.85,0.845,0.89,0.92,0.925,0.86
"77",0.8475,0.9,0.82,0.825,0.805,0.8725,0.84
"78",0.87,0.81,0.8375,0.865,0.8175,0.9,0.77
"79",0.8675,0.855,0.825,0.865,0.915,0.89,0.895
"80",0.905,0.83,0.865,0.89,0.8375,0.865,0.83
"81",0.855,0.865,0.835,0.75,0.965,0.8675,0.895
"82",0.855,0.8775,0.905,0.895,0.825,0.87,0.8875
"83",0.8575,0.86,0.865,0.88,0.865,0.925,0.88
"84",0.865,0.835,0.84,0.89,0.84,0.755,0.9075
"85",0.825,0.87,0.805,0.8675,0.885,0.8925,0.9
"86",0.825,0.895,0.8725,0.885,0.83,0.85,0.875
"87",0.925,0.885,0.915,0.8275,0.8375,0.96,0.905
"88",0.8275,0.83,0.9175,0.875,0.865,0.85,0.935
"89",0.87,0.84,0.91,0.84,0.815,0.84,0.935
"90",0.845,0.89,0.885,0.945,0.87,0.94,0.755
"91",0.835,0.835,0.83,0.83,0.855,0.92,0.8
"92",0.8375,0.865,0.82,0.78,0.8325,0.9175,0.835
"93",0.8775,0.85,0.8025,0.875,0.885,0.845,0.89
"94",0.84,0.845,0.825,0.8275,0.81,0.87,0.845
"95",0.8275,0.82,0.9125,0.865,0.8775,0.87,0.725
"96",0.855,0.91,0.8925,0.855,0.825,0.835,0.825
"97",0.825,0.905,0.8675,0.775,0.865,0.925,0.83
"98",0.8375,0.88,0.7775,0.8175,0.865,0.835,0.865
"99",0.85,0.885,0.84,0.81,0.915,0.875,0.88
"100",0.8225,0.895,0.845,0.895,0.8825,0.8425,0.815
